,"STATEN ISLAND ANNUALIZE SALE FOR 2017.  (All Sales From  January 1, 2017 - December 31, 2017)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
5123,5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,1,4131,80, ,A5,27 PELICAN CIRCLE, ,10306,1,0,1,1715,1825,1997,1,A5,0,2017-05-24 00:00:00
5124,5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,1,4160,48, ,A6,11 KISSAM AVENUE, ,10306,1,0,1,6150,1248,1950,1,A6,388882,2017-03-08 00:00:00
5125,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4043,44, ,B1,97 MILTON AVENUE, ,10306,2,0,2,4160,1104,1930,1,B1,0,2017-08-16 00:00:00
5126,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4043,83, ,B9,60-62 WINHAM AVENUE, ,10306,2,0,2,6597,2568,1940,1,B9,0,2017-11-01 00:00:00
5127,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4045,1, ,B2,35 FINLAY AVENUE, ,10309,2,0,2,4620,2940,1920,1,B2,660000,2017-03-17 00:00:00
5128,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4049,34, ,B2,138 WINHAM AVENUE, ,10306,2,0,2,6450,2176,1960,1,B2,200000,2017-08-02 00:00:00
5129,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4049,92, ,B9,175 MILTON AVENUE, ,10306,2,0,2,2921,1800,1994,1,B9,649000,2017-08-17 00:00:00
5130,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4049,92, ,B9,175 MILTON AVENUE, ,10306,2,0,2,2921,1800,1994,1,B9,649000,2017-08-17 00:00:00
5131,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4065,30, ,C0,700 NEW DORP LANE, ,10306,3,0,3,2000,1832,1930,1,B2,10,2017-12-22 00:00:00
5132,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4065,30, ,C0,700 NEW DORP LANE, ,10306,3,0,3,2000,1832,1930,1,B2,620000,2017-12-22 00:00:00
5133,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4067,27, ,B3,64 HETT AVENUE, ,10306,2,0,2,5000,3450,1960,1,B3,750000,2017-01-12 00:00:00
5134,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4067,29, ,B2,58 HETT AVENUE, ,10306,2,0,2,4000,891,1925,1,B2,0,2017-06-13 00:00:00
5135,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4068,53, ,B9,66 MARINE WAY, ,10306,2,0,2,2475,1800,1925,1,B9,375000,2017-05-25 00:00:00
5136,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4070,188, ,B9,287 HETT AVENUE, ,10306,2,0,2,2400,2008,1986,1,B9,495000,2017-01-10 00:00:00
5137,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4073,92, ,B9,307 HETT AVENUE, ,10306,2,0,2,3100,2100,1986,1,B9,620000,2017-10-18 00:00:00
5138,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4086,22, ,B2,132 MARINE WAY, ,10306,2,0,2,4000,2000,1999,1,B2,620000,2017-02-16 00:00:00
5139,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4087,55, ,B9,40 GARIBALDI AVENUE, ,10306,2,0,2,1830,1460,2001,1,B9,239000,2017-10-04 00:00:00
5140,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4087,56, ,B2,42 GARIBALDI AVENUE, ,10306,2,0,2,3876,1500,1925,1,B2,485773,2017-08-30 00:00:00
5141,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4131,10, ,B9,106 PELICAN CIRCLE, ,10306,2,0,2,2826,2275,1997,1,B9,0,2017-07-14 00:00:00
5142,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4131,25, ,B9,70 PELICAN CIRCLE, ,10306,2,0,2,3075,2275,1997,1,B9,460000,2017-04-27 00:00:00
5143,5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS                    ,1,4131,25, ,B9,70 PELICAN CIRCLE, ,10306,2,0,2,3075,2275,1997,1,B9,615000,2017-08-22 00:00:00
5144,5,NEW DORP-BEACH,03 THREE FAMILY DWELLINGS                  ,1,4076,20, ,C0,10 ROMA AVENUE, ,10306,3,0,3,1950,1838,1930,1,C0,0,2017-11-14 00:00:00
5145,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4050,47, ,V0,39 MARINE WAY, ,10306,0,0,0,4853,0,0,1,V0,0,2017-01-31 00:00:00
5146,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4050,47, ,V0,39 MARINE WAY, ,10306,0,0,0,4853,0,0,1,V0,0,2017-03-30 00:00:00
5147,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4050,49, ,V0,115 FINLEY AVENUE, ,10306,0,0,0,3875,0,0,1,V0,0,2017-01-31 00:00:00
5148,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4050,49, ,V0,115 FINLEY AVENUE, ,10306,0,0,0,3875,0,0,1,V0,565000,2017-03-30 00:00:00
5149,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4050,52, ,V0,117 FINLEY AVENUE, ,10306,0,0,0,3961,0,0,1,V0,0,2017-01-31 00:00:00
5150,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4050,52, ,V0,117 FINLEY AVENUE, ,10306,0,0,0,3961,0,0,1,V0,0,2017-03-30 00:00:00
5151,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4078,35, ,V0,N/A NEPTUNE STREET, ,10306,0,0,0,1200,0,0,1,V0,0,2017-01-12 00:00:00
5152,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4083,71, ,V0,62 MAPLE TERRACE, ,10306,0,0,0,1860,0,0,1,V0,50350,2017-08-09 00:00:00
5153,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4108,1, ,V0,ROMA AVENUE, ,0,0,0,0,3680,0,0,1,V0,25500,2017-11-02 00:00:00
5154,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4108,3, ,V0,N/A ROMA AVENUE, ,0,0,0,0,11040,0,0,1,V0,0,2017-11-02 00:00:00
5155,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4108,9, ,V0,N/A ROMA AVENUE, ,0,0,0,0,4500,0,0,1,V0,0,2017-11-02 00:00:00
5156,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4108,9, ,V0,ROMA AVENUE, ,0,0,0,0,4500,0,0,1,V0,221000,2017-11-02 00:00:00
5157,5,NEW DORP-BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,4108,12, ,V0,N/A ROMA AVENUE, ,0,0,0,0,4500,0,0,1,V0,0,2017-11-02 00:00:00
5158,5,NEW DORP-BEACH,31 COMMERCIAL VACANT LAND                  ,4,4083,1, ,V1,CEDAR GROVE AVENUE, ,10306,0,0,0,1920,0,0,4,V1,72500,2017-09-14 00:00:00
5159,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,939,200, ,A1,162 GELDNER AVENUE, ,10306,1,0,1,6000,1876,1960,1,A1,0,2017-08-09 00:00:00
5160,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,939,258, ,A1,212 BEACON AVENUE, ,10306,1,0,1,5360,2275,1970,1,A1,710000,2017-03-17 00:00:00
5161,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,939,260, ,A1,208 BEACON AVENUE, ,10306,1,0,1,5680,2275,1970,1,A1,0,2017-11-30 00:00:00
5162,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,943,42, ,A2,133 ST STEPHENS PLACE, ,10306,1,0,1,6738,1452,1965,1,A2,575000,2017-01-30 00:00:00
5163,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,944,11, ,A1,85 SYDNEY PLACE, ,10306,1,0,1,6324,1344,2016,1,A1,1176078,2017-09-18 00:00:00
5164,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,947,25, ,A2,15 GELDNER AVENUE, ,10306,1,0,1,5393,1310,1949,1,A2,660000,2017-11-28 00:00:00
5165,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,948,127, ,A1,56 GELDNER AVENUE, ,10306,1,0,1,4000,2181,1960,1,A1,690000,2017-08-17 00:00:00
5166,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,949,11, ,A1,16 BEACON AVENUE, ,10306,1,0,1,5750,2874,1989,1,A1,888000,2017-09-29 00:00:00
5167,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,949,14, ,A0,20 BEACON AVENUE, ,10306,1,0,1,5850,1187,1950,1,A0,540000,2017-12-08 00:00:00
5168,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,949,38, ,A2,65 SUMMIT AVENUE, ,10306,1,0,1,4080,1274,1960,1,A2,600000,2017-12-15 00:00:00
5169,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,949,64, ,A5,123 SUMMIT AVENUE, ,10306,1,0,1,2500,1216,1965,1,A5,466440,2017-02-27 00:00:00
5170,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,949,326, ,A1,82 WALDEN AVENUE, ,10306,1,0,1,5829,2266,1975,1,A1,104500,2017-01-20 00:00:00
5171,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,97, ,A1,37 LUIGI COURT, ,10306,1,0,1,6719,3060,2015,1,A1,1221900,2017-10-04 00:00:00
5172,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,103, ,A1,21 LUIGI COURT, ,10306,1,0,1,4497,1640,2015,1,A1,773870,2017-08-01 00:00:00
5173,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,146, ,A1,28 DI MARCO PLACE, ,10306,1,0,1,4815,2214,2015,1,A1,916323,2017-02-15 00:00:00
5174,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,273, ,A1,39 DI MARCO PLACE, ,10306,1,0,1,5082,2484,2015,1,A1,936790,2017-01-05 00:00:00
5175,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,275, ,A1,63 ENFIELD PLACE, ,10306,1,0,1,4417,2164,2015,1,A1,916323,2017-02-10 00:00:00
5176,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,277, ,A1,59 ENFIELD PLACE, ,10306,1,0,1,4417,2164,2015,1,A1,916323,2017-01-27 00:00:00
5177,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,279, ,A1,36 LUIGI COURT, ,10306,1,0,1,5082,2484,2015,1,A1,946871,2017-05-04 00:00:00
5178,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,950,284, ,A1,20 LUIGI COURT, ,10306,1,0,1,5067,2252,2015,1,A1,926506,2017-09-06 00:00:00
5179,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,952,122, ,A1,172 NEVADA AVENUE, ,10306,1,0,1,10780,1480,1940,1,A1,630000,2017-03-24 00:00:00
5180,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,952,128, ,A2,152 NEVADA AVENUE, ,10306,1,0,1,11520,928,1920,1,A2,550000,2017-06-08 00:00:00
5181,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,952,191, ,A9,32 NEVADA AVENUE, ,10306,1,0,1,7797,1853,1960,1,A9,0,2017-09-22 00:00:00
5182,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,952,205, ,A0,51 NEVADA AVENUE, ,10306,1,0,1,12000,1572,1950,1,A0,0,2017-01-18 00:00:00
5183,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,952,231, ,A9,93 NEVADA AVENUE, ,10306,1,0,1,12230,1575,1962,1,A9,0,2017-03-15 00:00:00
5184,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,952,254, ,A1,145 NEVADA AVENUE, ,10306,1,0,1,21875,2018,1970,1,A1,910000,2017-07-05 00:00:00
5185,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,953,261, ,A3,47 SLOANE AVENUE, ,10306,1,0,1,13342,2382,1996,1,A3,0,2017-02-02 00:00:00
5186,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4302,1, ,A1,11 CUBBERLY PLACE, ,10306,1,0,1,5000,1663,1920,1,A1,637000,2017-09-19 00:00:00
5187,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4302,35, ,A2,29 GRACE ROAD, ,10306,1,0,1,7250,1200,1970,1,A2,620000,2017-01-09 00:00:00
5188,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4302,127, ,A5,19 GAIL COURT, ,10306,1,0,1,1100,1479,1989,1,A5,355000,2017-10-27 00:00:00
5189,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4302,132, ,A5,29 GAIL COURT, ,10306,1,0,1,965,1522,1989,1,A5,435000,2017-09-15 00:00:00
5190,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4305,17, ,A1,36 GRACE ROAD, ,10306,1,0,1,4250,1916,1965,1,A1,0,2017-11-22 00:00:00
5191,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4305,25, ,A1,20 HOLLY PLACE, ,10306,1,0,1,4000,2124,1965,1,A1,695000,2017-06-27 00:00:00
5192,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4307,48, ,A5,2583 AMBOY ROAD, ,10306,1,0,1,2352,1800,1986,1,A5,440000,2017-02-07 00:00:00
5193,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4307,50, ,A9,2585 AMBOY ROAD, ,10306,1,0,1,2112,1800,1986,1,A9,20000,2017-04-10 00:00:00
5194,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4308,100, ,A1,34 BEACH AVENUE, ,10306,1,0,1,5000,2352,1925,1,A1,0,2017-03-30 00:00:00
5195,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4309,48, ,A2,95 BISHOP STREET, ,10306,1,0,1,10000,1360,1960,1,A2,715000,2017-08-11 00:00:00
5196,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4310,17, ,A5,67 EBONY STREET, ,10306,1,0,1,2248,1024,1980,1,A5,485000,2017-12-07 00:00:00
5197,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4310,18, ,A5,65 EBONY STREET, ,10306,1,0,1,2185,1024,1980,1,A5,10,2017-10-10 00:00:00
5198,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4310,140, ,A9,28 DOROTHEA PLACE, ,10306,1,0,1,4000,1319,1955,1,A9,0,2017-12-26 00:00:00
5199,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4310,142, ,A0,32 DOROTHEA PLACE, ,10306,1,0,1,8000,1299,1955,1,A0,655000,2017-10-04 00:00:00
5200,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4316,3, ,A5,166 BISHOP STREET, ,10306,1,0,1,2566,2200,2002,1,A5,630000,2017-12-26 00:00:00
5201,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4316,59, ,A5,141 CRANFORD AVENUE, ,10306,1,0,1,5490,1341,1965,1,A5,706000,2017-11-13 00:00:00
5202,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4316,60, ,A5,137 CRANFORD AVENUE, ,10306,1,0,1,2700,1216,1965,1,A5,475000,2017-08-28 00:00:00
5203,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4316,61, ,A5,135 CRANFORD AVENUE, ,10306,1,0,1,2700,1400,1965,1,A5,0,2017-08-23 00:00:00
5204,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4340,18, ,A5,99 BELFAST AVENUE, ,10306,1,0,1,2426,1176,1960,1,A5,545000,2017-07-13 00:00:00
5205,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4340,72, ,A1,86 BISHOP STREET, ,10306,1,0,1,11600,1700,1920,1,A1,875000,2017-05-18 00:00:00
5206,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4342,13, ,A5,85 VINCENT AVENUE, ,10306,1,0,1,2625,1360,1960,1,A5,555000,2017-08-24 00:00:00
5207,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4342,13, ,A5,85 VINCENT AVENUE, ,10306,1,0,1,2625,1360,1960,1,A5,555000,2017-08-24 00:00:00
5208,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4342,48, ,A5,110 BELFAST AVENUE, ,10306,1,0,1,2600,1360,1965,1,A5,499800,2017-12-08 00:00:00
5209,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4343,21, ,A2,101 MOBILE AVENUE, ,10306,1,0,1,4000,1000,1965,1,A2,0,2017-08-21 00:00:00
5210,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4343,42, ,A1,108 VINCENT AVENUE, ,10306,1,0,1,4000,2390,1955,1,A1,0,2017-11-10 00:00:00
5211,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4343,68, ,A5,59 COVERLY STREET, ,10306,1,0,1,2000,1248,1980,1,A5,550000,2017-11-20 00:00:00
5212,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4344,6, ,A5,193 TYSENS LANE, ,10306,1,0,1,2550,1216,1960,1,A5,491800,2017-08-01 00:00:00
5213,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4344,15, ,A5,171 TYSENS LANE, ,10306,1,0,1,2550,1216,1960,1,A5,448000,2017-01-26 00:00:00
5214,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4344,42, ,A5,106 MOBILE AVENUE, ,10306,1,0,1,2550,1360,1960,1,A5,523000,2017-10-10 00:00:00
5215,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4344,55, ,A5,76 MOBILE AVENUE, ,10306,1,0,1,2500,1360,1960,1,A5,499000,2017-09-14 00:00:00
5216,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4349,18, ,A5,49 BARBARA STREET, ,10306,1,0,1,3380,1600,1965,1,A5,0,2017-03-09 00:00:00
5217,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4349,23, ,A5,57 BARBARA STREET, ,10306,1,0,1,2730,1600,1965,1,A5,0,2017-10-24 00:00:00
5218,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4349,23, ,A5,57 BARBARA STREET, ,10306,1,0,1,2730,1600,1965,1,A5,480000,2017-10-24 00:00:00
5219,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4349,60, ,A5,98 EAST BROADWAY, ,10306,1,0,1,3920,1600,1965,1,A5,620000,2017-05-03 00:00:00
5220,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4357,33, ,A5,2817 AMBOY ROAD, ,10306,1,0,1,3108,1088,1965,1,A5,578000,2017-07-12 00:00:00
5221,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4357,54, ,A9,19 PARK STREET, ,10306,1,0,1,2800,752,1970,1,A9,0,2017-10-30 00:00:00
5222,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4358,37, ,A1,35 PARK STREET, ,10306,1,0,1,4400,1456,1965,1,A1,634000,2017-05-02 00:00:00
5223,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4359,49, ,A2,160 TYSENS LANE, ,10306,1,0,1,5320,1330,1960,1,A2,480000,2017-03-31 00:00:00
5224,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4359,97, ,A5,14 SHADOW LANE, ,10306,1,0,1,4350,1216,1965,1,A5,518000,2017-12-26 00:00:00
5225,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4361,16, ,A9,35 EAST BROADWAY, ,10306,1,0,1,2805,1520,1965,1,A9,588000,2017-12-14 00:00:00
5226,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4362,83, ,A2,128 TYSENS LANE, ,10306,1,0,1,3895,1155,1955,1,A2,471500,2017-05-30 00:00:00
5227,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4362,110, ,A2,115 PARK STREET, ,10306,1,0,1,3840,1152,1965,1,A2,622000,2017-01-10 00:00:00
5228,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4363,35, ,A5,114 PARK STREET, ,10306,1,0,1,2475,1156,1965,1,A5,0,2017-11-21 00:00:00
5229,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4363,36, ,A5,112 PARK STREET, ,10306,1,0,1,2475,1156,1965,1,A5,0,2017-04-04 00:00:00
5230,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4363,52, ,A5,88 PARK STREET, ,10306,1,0,1,2475,1156,1965,1,A5,525000,2017-03-31 00:00:00
5231,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4364,26, ,A5,16 EAST BROADWAY, ,10306,1,0,1,2886,1600,1960,1,A5,0,2017-10-04 00:00:00
5232,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4369,63, ,A5,76 SHADOW LANE, ,10306,1,0,1,2595,1440,1965,1,A5,525000,2017-07-21 00:00:00
5233,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4369,87, ,A5,89 AMBER STREET, ,10306,1,0,1,2600,1296,1965,1,A5,495000,2017-10-19 00:00:00
5234,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4369,88, ,A5,91 AMBER STREET, ,10306,1,0,1,2600,1296,1965,1,A5,528500,2017-07-27 00:00:00
5235,5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,4371,18, ,A5,277 RIEDEL AVENUE, ,10306,1,0,1,2450,1300,2004,1,A5,481650,2017-06-01 00:00:00
5236,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,939,190, ,B2,180 GELDNER AVENUE, ,10306,2,0,2,4000,1245,1955,1,B2,350000,2017-04-26 00:00:00
5237,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,942,69, ,B2,64 ST STEPHENS PLACE, ,10306,2,0,2,5000,2347,1930,1,B2,0,2017-03-21 00:00:00
5238,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,949,119, ,B2,66 BEACON AVENUE, ,10306,2,0,2,8025,2240,1950,1,B2,690000,2017-01-27 00:00:00
5239,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,950,13, ,B9,43 ROCKLAND AVENUE, ,10306,2,0,2,6023,2250,1935,1,B9,0,2017-05-23 00:00:00
5240,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,950,54, ,B2,71 ROCKLAND AVENUE, ,10306,2,0,2,7761,1720,1930,1,B2,438200,2017-10-12 00:00:00
5241,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1B,4306,59, ,V0,18 OAKLEY PLACE, ,10306,2,0,2,10000,0,1915,1,B2,941881,2017-10-05 00:00:00
5242,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    , ,4306,61, , ,16 OAKLEY PLACE, ,10306,0,0,0,0,0,0,1,B2,1120075,2017-10-12 00:00:00
5243,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4309,53, ,B9,101 BISHOP STREET, ,10306,2,0,2,5000,1920,1970,1,B9,0,2017-04-27 00:00:00
5244,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4309,92, ,B2,52 DALE AVENUE, ,10306,2,0,2,5000,2924,2005,1,B2,10,2017-01-14 00:00:00
5245,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4313,41, ,B2,43 CRANFORD AVENUE, ,10306,2,0,2,4950,2600,1980,1,B2,0,2017-04-13 00:00:00
5246,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4313,47, ,B2,29 CRANFORD AVENUE, ,10306,2,0,2,4000,3200,2006,1,B2,900000,2017-10-31 00:00:00
5247,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4316,28, ,B2,126 DALTON AVENUE, ,10306,2,0,2,6000,1304,1955,1,B2,649000,2017-09-26 00:00:00
5248,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4335,133, ,B3,2703 AMBOY ROAD, ,10306,2,0,2,3408,2050,1899,1,B3,570000,2017-01-30 00:00:00
5249,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4340,83, ,B9,62 BISHOP STREET, ,10306,2,0,2,2700,1500,2004,1,B9,672813,2017-06-05 00:00:00
5250,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4340,83, ,B9,62B BISHOP STREET, ,10306,2,0,2,2700,1500,2004,1,B9,484692,2017-10-01 00:00:00
5251,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4370,12, ,B2,82 AMBER STREET, ,10306,2,0,2,4000,1720,1970,1,B2,499900,2017-08-08 00:00:00
5252,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4370,14, ,B2,78 AMBER STREET, ,10306,2,0,2,4000,1720,1970,1,B2,0,2017-06-29 00:00:00
5253,5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,4370,14, ,B2,78 AMBER STREET, ,10306,2,0,2,4000,1720,1970,1,B2,798000,2017-09-27 00:00:00
