,"BRONX ANNUALIZE SALES FOR 2013.  (All Sales From  Jan 1, 2013 - Dec 31, 2013.)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2014  Coop Sales Files as of 4/8/2014,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name and Descriptive Data is as of 4/13/2014,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
4904,2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3659,1, ,D4,"920 METCALF AVENUE, 9H                   ",            ,10473,0,0,0,0,0,1967,2,D4,0,2013-05-16 00:00:00
4905,2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3659,1, ,D4,"920 METCALF AVENUE, 6A                   ",            ,10473,0,0,0,0,0,1967,2,D4,40000,2013-06-05 00:00:00
4906,2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3659,1, ,D4,"920 METCALF AVENUE, 9J                   ",            ,10473,0,0,0,0,0,1967,2,D4,0,2013-06-19 00:00:00
4907,2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3659,1, ,D4,"920 METCALF AVENUE, 4C                   ",            ,10473,0,0,0,0,0,1967,2,D4,0,2013-06-19 00:00:00
4908,2,SOUNDVIEW                ,10  COOPS - ELEVATOR APARTMENTS             ,2,3659,1, ,D4,"920 METCALF AVENUE, 11G                  ",            ,10473,0,0,0,0,0,1967,2,D4,37000,2013-10-04 00:00:00
4909,2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,2,3432,1022, ,R2,215 ADMIRAL LANE                         ,2215B       ,10473,1,0,1,0,0,1989,2,R2,10,2013-11-07 00:00:00
4910,2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,2,3432,1053, ,R2,108 ADMIRAL LANE                         ,4108G       ,10473,1,0,1,0,0,1989,2,R2,204500,2013-10-22 00:00:00
4911,2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,2,3432,1094, ,R2,218 NEPTUNE LANE                         ,7218H       ,10473,1,0,1,0,0,1989,2,R2,173380,2013-01-22 00:00:00
4912,2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,2,3432,1109, ,R2,104 NEPTUNE COURT                        ,8104G       ,10473,1,0,1,0,0,1989,2,R2,10,2013-07-26 00:00:00
4913,2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,2,3432,1120, ,R2,215 SUNSET BLVD                          ,9215H       ,10473,1,0,1,0,0,1989,2,R2,0,2013-01-25 00:00:00
4914,2,SOUNDVIEW                ,12  CONDOS - WALKUP APARTMENTS              ,1A,3432,1239, ,R3,100 NEPTUNE LANE                         ,15100,10473,1,0,1,0,0,1989,2,R2,22000,2013-07-15 00:00:00
4915,2,SOUNDVIEW                ,14  RENTALS - 4-10 UNIT                     ,2B,3764,32, ,S9,1800 WESTCHESTER AVENUE                  ,            ,10472,4,3,7,2375,6750,1920,2,S9,0,2013-08-05 00:00:00
4916,2,SOUNDVIEW                ,14  RENTALS - 4-10 UNIT                     ,2A,3765,45, ,S4,1838 WESTCHESTER AVENUE                  ,            ,10472,4,1,5,2550,5025,1920,2,S4,0,2013-01-28 00:00:00
4917,2,SOUNDVIEW                ,14  RENTALS - 4-10 UNIT                     ,2A,3769,21, ,S4,1291 BRONX RIVER AVENUE                  ,            ,10472,4,1,5,2422,2872,1931,2,S4,0,2013-09-18 00:00:00
4918,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3498,19, ,K1,461 LELAND AVENUE                        ,            ,10473,0,1,1,3754,7500,2008,4,K1,0,2013-08-09 00:00:00
4919,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3498,19, ,K1,461 LELAND AVENUE                        ,            ,10473,0,1,1,3754,7500,2008,4,K1,0,2013-08-09 00:00:00
4920,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3498,19, ,K1,461 LELAND AVENUE                        ,            ,10473,0,1,1,3754,7500,2008,4,K1,0,2013-08-09 00:00:00
4921,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3524,5, ,K1,509 SOUNDVIEW AVENUE                     ,            ,10473,0,3,3,4725,1710,1931,4,K1,280000,2013-04-05 00:00:00
4922,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3765,38, ,K1,1826 WESTCHESTER AVENUE                  ,            ,10472,0,3,3,6550,3500,1925,4,K1,0,2013-03-27 00:00:00
4923,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3765,41, ,K5,1830 WESTCHESTER AVENUE                  ,            ,10472,0,1,1,5600,3500,1925,4,K5,0,2013-03-23 00:00:00
4924,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3767,63, ,K1,1263 WHITE PLAINS ROAD                   ,            ,10472,0,1,1,12306,6800,1925,4,K1,1600000,2013-06-10 00:00:00
4925,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3778,5, ,K1,1621-1629 WESTCHESTER AVE                ,            ,10472,0,10,10,10900,10583,1931,4,K1,5000000,2013-12-30 00:00:00
4926,2,SOUNDVIEW                ,22  STORE BUILDINGS                         ,4,3879,5, ,K1,1847 WESTCHESTER AVENUE                  ,            ,10472,0,1,1,1130,900,1919,4,K1,0,2013-08-19 00:00:00
4927,2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3627,1, ,G6,BOYNTON AVENUE                           ,            ,10473,0,0,0,553463,0,0,4,G6,600000,2013-02-22 00:00:00
4928,2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3646,45, ,G7,1410 BRUCKNER BOULEVARD                  ,            ,10473,0,0,0,2659,0,0,4,G7,1000,2013-06-21 00:00:00
4929,2,SOUNDVIEW                ,29  COMMERCIAL GARAGES                      ,4,3731,26, ,G7,1038 LELAND AVENUE                       ,            ,10472,0,0,0,27083,0,0,4,G7,1350000,2013-07-18 00:00:00
4930,2,SOUNDVIEW                ,30  WAREHOUSES                              ,4,3736,6, ,E1,1110 CLOSE AVENUE                        ,            ,10472,0,1,1,13429,10900,1972,4,E1,1475000,2013-08-26 00:00:00
4931,2,SOUNDVIEW                ,30  WAREHOUSES                              ,4,3736,13, ,E1,1128 CLOSE AVENUE                        ,            ,10472,0,1,1,12500,8750,1976,4,E1,0,2013-11-22 00:00:00
4932,2,SOUNDVIEW                ,30  WAREHOUSES                              ,4,3736,20, ,E1,1130 CLOSE AVENUE                        ,            ,10472,0,2,2,12500,8750,1976,4,E1,0,2013-11-22 00:00:00
4933,2,SOUNDVIEW                ,37  RELIGIOUS FACILITIES                    ,4,3498,35, ,M1,409 UNDERHILL AVENUE                     ,            ,10473,0,1,1,5000,2100,1931,4,M1,417500,2013-04-26 00:00:00
4934,2,SOUNDVIEW                ,41  TAX CLASS 4 - OTHER                     ,4,3710,22, ,Z9,1090 CLOSE AVENUE                        ,            ,10472,0,0,0,24100,30800,1930,4,Z9,1000000,2013-12-19 00:00:00
4935,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5419,87, ,A1,2911 GREENE PLACE                        ,            ,10465,1,0,1,2935,1290,1930,1,A1,335000,2013-04-01 00:00:00
4936,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5419,113, ,S1,3431 EAST TREMONT AVENUE                 ,            ,10465,1,1,2,2500,1844,1925,1,S1,275000,2013-07-31 00:00:00
4937,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5422,32, ,A2,1031 THROGS NECK EXPWY SR                ,            ,10465,1,0,1,5200,1140,1940,1,A2,300000,2013-05-22 00:00:00
4938,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5423,55, ,A1,3525 EAST TREMONT AVENUE                 ,            ,10465,1,0,1,2254,1375,1920,1,A1,300000,2013-06-05 00:00:00
4939,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5425,38, ,A1,901 HOLLYWOOD AVENUE                     ,            ,10465,1,0,1,3742,1808,1920,1,A1,535000,2013-11-25 00:00:00
4940,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5425,38, ,A1,901 HOLLYWOOD AVENUE                     ,            ,10465,1,0,1,3742,1808,1920,1,A1,270000,2013-05-15 00:00:00
4941,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5426,42, ,A1,3059 LAFAYETTE AVENUE                    ,            ,10465,1,0,1,2750,1102,1917,1,A1,225000,2013-03-11 00:00:00
4942,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5427,22, ,A2,2919 PHILIP AVENUE                       ,            ,10465,1,0,1,2500,850,1930,1,A2,280000,2013-07-25 00:00:00
4943,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5427,23, ,A1,2917 PHILIP AVENUE                       ,            ,10465,1,0,1,2500,1044,1930,1,A1,348740,2013-01-15 00:00:00
4944,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5428,3, ,A2,2961 PHILIP AVENUE                       ,            ,10465,1,0,1,2500,1484,1920,1,A2,315000,2013-05-16 00:00:00
4945,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5428,49, ,A1,831 LOGAN AVENUE                         ,            ,10465,1,0,1,2500,1254,1920,1,A1,305000,2013-10-01 00:00:00
4946,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5430,40, ,A2,865 THROGS NECK EXPRESSW                 ,            ,10465,1,0,1,3125,684,1920,1,A2,320000,2013-04-19 00:00:00
4947,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5430,41, ,A2,855 THROGS NECK BOULEVAR                 ,            ,10465,1,0,1,9375,3000,1960,1,A2,585000,2013-12-20 00:00:00
4948,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5432,8, ,A2,710 EDISON AVENUE                        ,            ,10465,1,0,1,2500,900,1920,1,A2,330000,2013-10-21 00:00:00
4949,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5432,49, ,A2,733 LOGAN AVENUE                         ,            ,10465,1,0,1,2500,1494,1930,1,A2,385000,2013-12-27 00:00:00
4950,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5433,17, ,A5,734 LOGAN AVENUE                         ,            ,10465,1,0,1,2912,1836,1950,1,A5,0,2013-04-05 00:00:00
4951,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5433,36, ,A5,3018 PHILIP AVENUE                       ,            ,10465,1,0,1,1800,1602,1960,1,A5,413400,2013-09-18 00:00:00
4952,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5435,62, ,A5,605 EDISON AVENUE                        ,            ,10465,1,0,1,2150,938,1945,1,A5,350000,2013-03-08 00:00:00
4953,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5437,25, ,A5,642 LOGAN AVENUE                         ,            ,10465,1,0,1,2417,1296,1960,1,A5,417000,2013-06-06 00:00:00
4954,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5441,61, ,A5,529 HOLLYWOOD AVENUE                     ,            ,10465,1,0,1,1800,1831,1960,1,A5,0,2013-05-01 00:00:00
4955,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5445,10, ,A1,2910 GERBER PLACE                        ,            ,10465,1,0,1,2500,2112,1920,1,A1,154200,2013-01-07 00:00:00
4956,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5445,26, ,A5,2921 MILES AVENUE                        ,            ,10465,1,0,1,1872,1584,1960,1,A5,290000,2013-01-03 00:00:00
4957,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5446,122, ,A5,309 HOLLYWOOD AVENUE                     ,            ,10465,1,0,1,1802,1944,1960,1,A5,380000,2013-08-26 00:00:00
4958,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5450,29, ,A5,253 THROGS NECK BLVD                     ,            ,10465,1,0,1,3513,1344,1955,1,A5,426000,2013-04-22 00:00:00
4959,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5451,39, ,A5,195 THROGS NECK BLVD                     ,            ,10465,1,0,1,2323,1620,1960,1,A5,0,2013-12-23 00:00:00
4960,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5451,40, ,A5,193 THROGS NECK BLVD                     ,            ,10465,1,0,1,2415,1944,1960,1,A5,390000,2013-03-05 00:00:00
4961,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5500,14, ,A5,207 KEARNEY AVENUE                       ,            ,10465,1,0,1,2024,1683,1960,1,A5,0,2013-07-29 00:00:00
4962,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5500,20, ,A5,191 KEARNEY AVENUE                       ,            ,10465,1,0,1,2024,1683,1960,1,A5,380540,2013-05-22 00:00:00
4963,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5500,39, ,A2,200 THROGS NECK BLVD                     ,            ,10465,1,0,1,2810,884,1901,1,A2,212000,2013-02-26 00:00:00
4964,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5500,40, ,A5,202 THROGGS NECK BLVD                    ,            ,10465,1,0,1,2632,960,1950,1,A5,280000,2013-04-03 00:00:00
4965,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5500,43, ,A5,208 THROGS NECK BLVD                     ,            ,10465,1,0,1,2248,960,1950,1,A5,345050,2013-03-08 00:00:00
4966,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5501,17, ,A2,185 MEAGHER AVENUE                       ,            ,10465,1,0,1,4300,2128,1940,1,A2,0,2013-08-01 00:00:00
4967,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5501,45, ,A5,208 KEARNEY AVENUE                       ,            ,10465,1,0,1,2500,1729,1960,1,A5,0,2013-08-02 00:00:00
4968,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5502,15, ,A2,389 PENNYFIELD AVENUE                    ,            ,10465,1,0,1,2500,672,1940,1,A2,165000,2013-12-09 00:00:00
4969,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5505,1, ,A5,3062 HARDING AVENUE                      ,            ,10465,1,0,1,2352,960,1965,1,A5,364000,2013-06-24 00:00:00
4970,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5505,9, ,A5,335 PENNYFIELD AVENUE                    ,            ,10465,1,0,1,2434,1278,1965,1,A5,416995,2013-07-05 00:00:00
4971,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5505,21, ,A5,136 MEAGHER AVENUE                       ,            ,10465,1,0,1,2108,1536,1950,1,A5,405000,2013-07-19 00:00:00
4972,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5505,31, ,A5,156 MEAGHER AVENUE                       ,            ,10465,1,0,1,2108,2102,1950,1,A5,415800,2013-07-24 00:00:00
4973,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5505,37, ,A5,3054 HARDING AVENUE                      ,            ,10465,1,0,1,2520,960,1965,1,A5,393429,2013-06-24 00:00:00
4974,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5518,97, ,A2,3115 WISSMAN AVENUE                      ,            ,10465,1,0,1,5000,736,1950,1,A2,319000,2013-10-31 00:00:00
4975,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5518,103, ,A2,3113 WISSMAN AVENUE                      ,            ,10465,1,0,1,3216,2278,1940,1,A2,135000,2013-11-26 00:00:00
4976,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5518,119, ,A5,263 REYNOLDS AVENUE                      ,            ,10465,1,0,1,1846,1798,1960,1,A5,0,2013-09-26 00:00:00
4977,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5518,218, ,A2,245 BLAIR AVENUE                         ,            ,10465,1,0,1,5000,756,1935,1,A2,299950,2013-11-14 00:00:00
4978,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5518,256, ,A5,270 REYNOLDS AVENUE                      ,            ,10465,1,0,1,1800,1798,1970,1,A5,405000,2013-02-15 00:00:00
4979,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5519,48, ,A5,249 LONGSTREET                           ,            ,10465,1,0,1,2542,1620,1960,1,A5,355000,2013-08-29 00:00:00
4980,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5519,152, ,A5,194 LONGSTREET AVENUE                    ,            ,10465,1,0,1,2500,2271,1998,1,A5,725000,2013-03-28 00:00:00
4981,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5519,170, ,A2,48 PENNYFIELD CAMP                       ,            ,10465,1,0,1,2170,608,1920,1,A2,0,2013-02-28 00:00:00
4982,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5523,138, ,A5,3267 HATTING PLACE                       ,            ,10465,1,0,1,1615,1836,1950,1,A5,353000,2013-12-13 00:00:00
4983,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5524,2, ,A5,266 PENNYFIELD AVENUE                    ,            ,10465,1,0,1,1898,1782,1965,1,A5,310000,2013-05-30 00:00:00
4984,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5524,100, ,A2,3085 HATTING PLACE                       ,            ,10465,1,0,1,3000,1741,1930,1,A2,0,2013-07-24 00:00:00
4985,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5524,100, ,A2,3085 HATTING PLACE                       ,            ,10465,1,0,1,3000,1741,1930,1,A2,0,2013-01-14 00:00:00
4986,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5524,300, ,A1,3093 GIEGERICH PLACE                     ,            ,10465,1,0,1,5000,3395,1993,1,A1,0,2013-12-06 00:00:00
4987,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5525,1, ,A1,170 PENNYFIELD AVENUE                    ,            ,10465,1,0,1,4852,1986,1935,1,A1,0,2013-10-28 00:00:00
4988,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5529,41, ,A1,3232 TIERNEY PLACE                       ,            ,10465,1,0,1,3303,1576,1925,1,A1,365000,2013-10-08 00:00:00
4989,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5529,44, ,A1,3224 TIERNEY PLACE                       ,            ,10465,1,0,1,5481,3333,1940,1,A1,0,2013-09-06 00:00:00
4990,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5529,535, ,A2,3089 DARE PLACE                          ,            ,10465,1,0,1,1663,1380,1945,1,A2,412500,2013-10-15 00:00:00
4991,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5531,58, ,A5,1046 REVERE AVE                          ,            ,10465,1,0,1,2500,1920,1920,1,A5,125000,2013-04-11 00:00:00
4992,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5532,117, ,A2,912 CALHOUN AVENUE                       ,            ,10465,1,0,1,6000,900,1920,1,A2,305000,2013-03-04 00:00:00
4993,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5534,26, ,A2,1023 QUINCY AVENUE                       ,            ,10465,1,0,1,3150,1680,1940,1,A2,0,2013-06-07 00:00:00
4994,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5534,89, ,A1,917 QUINCY AVENUE                        ,            ,10465,1,0,1,5000,1921,1920,1,A1,200000,2013-05-31 00:00:00
4995,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5535,40, ,A5,2777 BARKLEY AVENUE                      ,            ,10465,1,0,1,2800,1665,1955,1,A5,400000,2013-07-23 00:00:00
4996,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5535,40, ,A5,2777 BARKLEY AVENUE                      ,            ,10465,1,0,1,2800,1665,1955,1,A5,275000,2013-02-01 00:00:00
4997,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5535,95, ,A2,2781 LAFAYETTE AVENUE                    ,            ,10465,1,0,1,5504,2133,1915,1,A2,0,2013-04-08 00:00:00
4998,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5535,118, ,A5,1045 SWINTON AVENUE                      ,            ,10465,1,0,1,1800,1836,1955,1,A5,377500,2013-09-17 00:00:00
4999,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5536,10, ,A5,1057 BRINSMADE AVENUE                    ,            ,10465,1,0,1,2600,1944,1955,1,A5,0,2013-01-28 00:00:00
5000,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5536,34, ,A2,1004 HUNTINGTON AVE                      ,            ,10465,1,0,1,3125,2062,1950,1,A2,0,2013-07-03 00:00:00
5001,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5536,34, ,A2,1004 HUNTINGTON AVE                      ,            ,10465,1,0,1,3125,2062,1950,1,A2,0,2013-04-30 00:00:00
5002,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5536,96, ,A5,918 HUNTINGTON AVENUE                    ,            ,10465,1,0,1,2300,1817,1950,1,A5,0,2013-07-17 00:00:00
5003,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5537,20, ,A2,1037 HUNTINGTON AVENUE                   ,            ,10465,1,0,1,3906,2228,1950,1,A2,280000,2013-06-27 00:00:00
5004,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5537,29, ,A2,1005 HUNTINGTON AVENUE                   ,            ,10465,1,0,1,3125,2008,1950,1,A2,360000,2013-01-14 00:00:00
5005,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5537,177, ,A5,941 HUNTINGTON AVENUE                    ,            ,10465,1,0,1,2150,1417,1950,1,A5,290000,2013-05-30 00:00:00
5006,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5537,178, ,A5,937 HUNTINGTON AVENUE                    ,            ,10465,1,0,1,2708,1554,1950,1,A5,100000,2013-01-21 00:00:00
5007,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5543,22, ,A1,3598 EAST TREMONT AVENUE                 ,            ,10465,1,0,1,3029,1314,1920,1,A1,0,2013-11-04 00:00:00
5008,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5544,48, ,A2,820 CALHOUN AVENUE                       ,            ,10465,1,0,1,3742,2831,1930,1,A2,0,2013-01-17 00:00:00
5009,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5544,69, ,A5,866 CALHOUN AVE                          ,            ,10465,1,0,1,1800,2068,1960,1,A5,385000,2013-02-28 00:00:00
5010,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5545,14, ,A5,865 CALHOUN AVENUE                       ,            ,10465,1,0,1,2500,1680,1955,1,A5,180000,2013-09-13 00:00:00
5011,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5545,43, ,A2,812 QUINCY AVENUE                        ,            ,10465,1,0,1,2500,2155,1950,1,A2,400000,2013-02-28 00:00:00
5012,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5546,133, ,A5,748 SWINTON AVENUE                       ,            ,10465,1,0,1,2388,1120,1930,1,A5,370000,2013-06-21 00:00:00
5013,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5562,167, ,A5,2873 SCHLEY AVENUE                       ,            ,10465,1,0,1,2200,1188,1965,1,A5,333900,2013-09-12 00:00:00
5014,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5577,30, ,A5,419 REVERE AVENUE                        ,            ,10465,1,0,1,2000,1526,1945,1,A5,339000,2013-11-21 00:00:00
5015,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5577,37, ,A5,2867 SAMPSON AVENUE                      ,            ,10465,1,0,1,1900,1526,1945,1,A5,0,2013-01-23 00:00:00
5016,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5577,80, ,A1,2860 SAMPSON                             ,            ,10465,1,0,1,2500,2251,2008,1,A1,390600,2013-12-05 00:00:00
5017,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5577,100, ,A2,313 REVERE AVENUE                        ,            ,10465,1,0,1,2500,1213,1920,1,A2,290000,2013-11-27 00:00:00
5018,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5577,115, ,A2,314 CALHOUN AVENUE                       ,            ,10465,1,0,1,3442,828,1950,1,A2,0,2013-08-15 00:00:00
5019,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5578,86, ,A2,2842 SAMPSON AVENUE                      ,            ,10465,1,0,1,3800,650,1925,1,A2,0,2013-05-16 00:00:00
5020,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5579,61, ,A1,430 SWINTON AVENUE                       ,            ,10465,1,0,1,2500,1178,1925,1,A1,127000,2013-01-15 00:00:00
5021,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5579,88, ,A5,349 QUINCY AVENUE                        ,            ,10465,1,0,1,2500,1750,1965,1,A5,375000,2013-01-31 00:00:00
5022,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5580,89, ,A1,345 SWINTON AVENUE                       ,            ,10465,1,0,1,5000,1750,1925,1,A1,430000,2013-03-01 00:00:00
5023,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5580,98, ,A5,329 SWINTON AVENUE                       ,            ,10465,1,0,1,1800,1568,1955,1,A5,369000,2013-04-29 00:00:00
5024,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5580,102, ,B3,325 SWINTON AVENUE                       ,            ,10465,2,0,2,5000,3690,1925,1,A2,615000,2013-05-17 00:00:00
5025,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5580,121, ,A1,312 BRINSMADE AVENUE                     ,            ,10465,1,0,1,5000,2112,1925,1,A1,510000,2013-10-15 00:00:00
5026,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5580,121, ,A1,312 BRINSMADE AVE                        ,            ,10465,1,0,1,5000,2112,1925,1,A1,150000,2013-06-19 00:00:00
5027,2,THROGS NECK              ,01  ONE FAMILY DWELLINGS                    ,1,5580,135, ,A5,340 BRINSMADE AVENUE                     ,            ,10465,1,0,1,2442,1500,1960,1,A5,418080,2013-10-09 00:00:00
