,Manhattan All Sales For 2010 (January 2010 - December 2010),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,"Neighborhood Name 05/06/12, Descriptive Data is as of 05/06/12",,,,,,,,,,,,,,,,,,,,
1,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
2,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
12684,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1440,5, ,D4,"315 EAST 65TH STREET, 1K                 ",            ,10065,0,0,0,0,0,1962,2,D4,586565,2010-03-15 00:00:00
12685,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1440,5, ,D4,"315 EAST 65TH STREET, 3-C                ",            ,10065,0,0,0,0,0,1962,2,D4,950000,2010-04-27 00:00:00
12686,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1440,5, ,D4,"315 EAST 65TH STREET, 8A                 ",            ,10065,0,0,0,0,0,1962,2,D4,687500,2010-04-28 00:00:00
12687,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1441,17, ,D4,"333 EAST 66TH STREET, 4G                 ",            ,10065,0,0,0,0,0,1964,2,D4,467000,2010-01-26 00:00:00
12688,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1441,17, ,D4,"333 EAST 66TH STREET, 7E                 ",            ,10065,0,0,0,0,0,1964,2,D4,499999,2010-02-25 00:00:00
12689,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1443,1, ,D4,"315 EAST 68TH STREET, 4F                 ",            ,10065,0,0,0,0,0,1931,2,D4,1085000,2010-05-04 00:00:00
12690,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1443,1, ,D4,"315 EAST 68TH STREET, 3BC                ",            ,10065,0,0,0,0,0,1931,2,D4,1280000,2010-05-20 00:00:00
12691,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1443,11, ,D4,"333 EAST 68TH STREET, 1E                 ",            ,10065,0,0,0,0,0,1928,2,D4,580000,2010-01-26 00:00:00
12692,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,8, ,D4,"315 EAST 69TH STREET, 8G                 ",            ,10021,0,0,0,0,0,1961,2,D4,325000,2010-02-26 00:00:00
12693,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,8, ,D4,"315 EAST 69 STREET, PH C                 ",            ,10021,0,0,0,0,0,1961,2,D4,1445000,2010-04-26 00:00:00
12694,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,15, ,D4,"333 EAST 69TH STREET, 7F                 ",            ,10021,0,0,0,0,0,1963,2,D4,625000,2010-01-13 00:00:00
12695,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,15, ,D4,"333 EAST 69TH STREET, 10CD               ",            ,10021,0,0,0,0,0,1963,2,D4,3495000,2010-02-23 00:00:00
12696,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,15, ,D4,"333 EAST 69TH STREET, TH5                ",            ,10021,0,0,0,0,0,1963,2,D4,725000,2010-02-25 00:00:00
12697,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,23, ,D4,"345 EAST 69TH STREET, 11A                ",            ,10021,0,0,0,0,0,1963,2,D4,0,2010-04-13 00:00:00
12698,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,31, ,D4,"330 EAST 70TH STREET, 5G                 ",            ,10021,0,0,0,0,0,1957,2,D4,265000,2010-03-05 00:00:00
12699,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,31, ,D4,"330 EAST 70TH STREET, 3B                 ",            ,10021,0,0,0,0,0,1957,2,D4,422500,2010-03-19 00:00:00
12700,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,43, ,D4,"310 EAST 70TH STREET, IK                 ",            ,10021,0,0,0,0,0,1959,2,D4,310000,2010-03-02 00:00:00
12701,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,43, ,D4,"310 EAST 70TH STREET, 12 N/V             ",            ,10021,0,0,0,0,0,1959,2,D4,945000,2010-04-30 00:00:00
12702,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1444,43, ,D4,"310 EAST 70TH STREET, 2C                 ",            ,10021,0,0,0,0,0,1959,2,D4,280000,2010-05-06 00:00:00
12703,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1445,7, ,D4,"315 EAST 70TH STREET, 6C                 ",            ,10021,0,0,0,0,0,1960,2,D4,271000,2010-01-15 00:00:00
12704,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1445,7, ,D4,"315 EAST 70TH STREET, 9A                 ",            ,10021,0,0,0,0,0,1960,2,D4,0,2010-05-19 00:00:00
12705,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,8, ,D4,"311 EAST 71ST STREET, 12B                ",            ,10021,0,0,0,0,0,1962,2,D4,480000,2010-03-04 00:00:00
12706,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, B-406              ",            ,10021,0,0,0,0,0,1963,2,D4,759000,2010-01-28 00:00:00
12707,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, A304               ",            ,10021,0,0,0,0,0,1963,2,D4,440000,2010-02-01 00:00:00
12708,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, B410               ",            ,10021,0,0,0,0,0,1963,2,D4,1400000,2010-02-22 00:00:00
12709,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, B801               ",            ,10021,0,0,0,0,0,1963,2,D4,1050000,2010-02-22 00:00:00
12710,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, A-402              ",            ,10021,0,0,0,0,0,1963,2,D4,455000,2010-03-11 00:00:00
12711,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, B1411              ",            ,10021,0,0,0,0,0,1963,2,D4,621988,2010-03-24 00:00:00
12712,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, A407               ",            ,10021,0,0,0,0,0,1963,2,D4,800000,2010-04-13 00:00:00
12713,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1446,23, ,D4,"360 EAST 72ND STREET, C2200              ",            ,10021,0,0,0,0,0,1963,2,D4,1285000,2010-04-27 00:00:00
12714,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1447,9, ,D4,"315 EAST 72ND STREET, 6F                 ",            ,10021,0,0,0,0,0,1958,2,D4,418000,2010-01-22 00:00:00
12715,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1447,9, ,D4,"315 EAST 72ND STREET, 3D                 ",            ,10021,0,0,0,0,0,1958,2,D4,550000,2010-04-06 00:00:00
12716,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1447,9, ,D4,"315 EAST 72ND STREET, 14D                ",            ,10021,0,0,0,0,0,1958,2,D4,525000,2010-05-24 00:00:00
12717,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1447,19, ,D4,"353 EAST 72ND STREET, 27B                ",            ,10021,0,0,0,0,0,1975,2,D4,440000,2010-04-28 00:00:00
12718,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1447,47, ,D4,"304 EAST 73RD STREET, 3G                 ",            ,10021,0,0,0,0,0,1910,2,D4,430000,2010-01-14 00:00:00
12719,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1450,1, ,D4,"301 EAST 75TH STREET, 9C                 ",            ,10021,0,0,0,0,0,1966,2,D4,521000,2010-01-14 00:00:00
12720,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1450,1, ,D4,"301 EAST 75TH STREET, 15GHJ              ",            ,10021,0,0,0,0,0,1966,2,D4,1425000,2010-01-22 00:00:00
12721,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1450,1, ,D4,"301 E 75TH STREET, 6B                    ",            ,10021,0,0,0,0,0,1966,2,D4,350000,2010-02-24 00:00:00
12722,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1450,1, ,D4,"301 EAST 75TH STREET, 10-C               ",            ,10021,0,0,0,0,0,1966,2,D4,525000,2010-02-25 00:00:00
12723,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1450,8, ,D4,"311 EAST 75TH STREET, 5C                 ",            ,10021,0,0,0,0,0,1930,2,D4,265000,2010-04-14 00:00:00
12724,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1450,23, ,D4,"370 EAST 76TH STREET, B2006              ",            ,10021,0,0,0,0,0,1966,2,D4,565000,2010-04-23 00:00:00
12725,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1451,23, ,D4,"363 EAST 76TH STREET, 20C                ",            ,10075,0,0,0,0,0,1963,2,D4,1250000,2010-02-04 00:00:00
12726,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1451,23, ,D4,"363 EAST 76TH STREET, 18D                ",            ,10075,0,0,0,0,0,1963,2,D4,340000,2010-05-19 00:00:00
12727,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1451,31, ,D4,"350 EAST 77TH STREET, 1L                 ",            ,10075,0,0,0,0,0,1920,2,D4,545000,2010-01-04 00:00:00
12728,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1452,6, ,D4,"315 E. 77TH, 5B                          ",            ,10075,0,0,0,0,0,1928,2,D4,497500,2010-01-19 00:00:00
12729,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1452,10, ,D4,"325 EAST 77TH STREET, 3K                 ",            ,10075,0,0,0,0,0,1940,2,D4,517500,2010-02-04 00:00:00
12730,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1452,10, ,D4,"325 EAST 77TH STREET, 3H                 ",            ,10075,0,0,0,0,0,1940,2,D4,865000,2010-03-15 00:00:00
12731,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1452,19, ,D4,"345 EAST 77TH STREET, 1H                 ",            ,10075,0,0,0,0,0,1920,2,D4,439000,2010-01-12 00:00:00
12732,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1453,1, ,D4,"301 EAST 78TH STREET, 11ABC              ",            ,10075,0,0,0,0,0,1963,2,D4,3700000,2010-04-09 00:00:00
12733,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1453,37, ,D4,"330 EAST 79TH STREET, 10D                ",            ,10075,0,0,0,0,0,1941,2,D4,620000,2010-02-04 00:00:00
12734,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1453,43, ,D4,"308 EAST 79TH STREET, 8LM                ",            ,10075,0,0,0,0,0,1928,2,D4,1150000,2010-04-01 00:00:00
12735,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1453,43, ,D4,"308 EAST 79TH STREET, 10J                ",            ,10075,0,0,0,0,0,1928,2,D4,690000,2010-04-15 00:00:00
12736,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1453,43, ,D4,"308 EAST 79TH STREET, 16M                ",            ,10075,0,0,0,0,0,1928,2,D4,580000,2010-05-06 00:00:00
12737,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1453,43, ,D4,"308 EAST 79TH STREET, 4H                 ",            ,10075,0,0,0,0,0,1928,2,D4,425000,2010-05-18 00:00:00
12738,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1456,26, ,D4,"440 EAST 62ND STREET, 1GH                ",            ,10065,0,0,0,0,0,1960,2,D4,1100000,2010-01-06 00:00:00
12739,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1456,26, ,D4,"440 EAST 62ND STREET, 11E                ",            ,10065,0,0,0,0,0,1960,2,D4,490000,2010-02-12 00:00:00
12740,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1456,26, ,D4,"440 EAST 62ND STREET, 2F                 ",            ,10065,0,0,0,0,0,1960,2,D4,540000,2010-03-23 00:00:00
12741,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1456,26, ,D4,"440 EAST 62ND STREET, 16C                ",            ,10065,0,0,0,0,0,1960,2,D4,492500,2010-03-22 00:00:00
12742,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1456,26, ,D4,"440 EAST 62ND STREET, 12A                ",            ,10065,0,0,0,0,0,1960,2,D4,545000,2010-04-22 00:00:00
12743,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1458,5, ,D4,"405 EAST 63RD STREET, 1N                 ",            ,10065,0,0,0,0,0,1957,2,D4,490000,2010-03-29 00:00:00
12744,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1460,1, ,D4,"401 EAST 65TH STREET, 7A                 ",            ,10065,0,0,0,0,0,1962,2,D4,819000,2010-01-20 00:00:00
12745,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1460,1, ,D4,"401 EAST 65TH STREET, 8B                 ",            ,10065,0,0,0,0,0,1962,2,D4,365000,2010-04-12 00:00:00
12746,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1460,1, ,D4,"401 EAST 65TH STREET, 15D                ",            ,10065,0,0,0,0,0,1962,2,D4,890000,2010-04-29 00:00:00
12747,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1460,1, ,D4,"401 EAST 65TH STREET, 10E                ",            ,10065,0,0,0,0,0,1962,2,D4,370000,2010-05-25 00:00:00
12748,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1460,17, ,D4,"435 EAST 65TH STREET, 5D                 ",            ,10065,0,0,0,0,0,1963,2,D4,368193,2010-04-14 00:00:00
12749,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1466,37, ,D4,"420 EAST 72ND STREET, 11A                ",            ,10021,0,0,0,0,0,1962,2,D4,900000,2010-02-16 00:00:00
12750,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1466,37, ,D4,"420 EAST 72 STREET, 12F G                ",            ,10021,0,0,0,0,0,1962,2,D4,840000,2010-04-29 00:00:00
12751,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1467,1, ,D4,"1344 1 AVENUE, 7J                        ",            ,10021,0,0,0,0,0,1961,2,D4,340000,2010-02-08 00:00:00
12752,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1469,28, ,D4,"444 EAST 75TH STREET, 8A                 ",            ,10021,0,0,0,0,0,1963,2,D4,570586,2010-01-29 00:00:00
12753,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1469,28, ,D4,"444 EAST 75TH STREET, 15DE               ",            ,10021,0,0,0,0,0,1963,2,D4,940000,2010-04-05 00:00:00
12754,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1469,28, ,D4,"444 EAST 75TH STREET, 10D                ",            ,10021,0,0,0,0,0,1963,2,D4,499000,2010-04-09 00:00:00
12755,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1469,28, ,D4,"444 EAST 75TH ST, 5F                     ",            ,10021,0,0,0,0,0,1963,2,D4,270000,2010-05-04 00:00:00
12756,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1469,28, ,D4,"444 EAST 75TH STREET, 17B                ",            ,10021,0,0,0,0,0,1963,2,D4,282000,2010-05-05 00:00:00
12757,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1469,28, ,D4,"444 EAST 75TH STREET, 3A                 ",            ,10021,0,0,0,0,0,1963,2,D4,568000,2010-05-19 00:00:00
12758,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1471,32, ,D4,"430 EAST 77, 2D                          ",            ,10075,0,0,0,0,0,1960,2,D4,0,2010-02-17 00:00:00
12759,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1471,45, ,D4,"400 EAST 77TH STREET, 6C                 ",            ,10075,0,0,0,0,0,1964,2,D4,521853,2010-02-04 00:00:00
12760,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1471,45, ,D4,"400 EAST 77TH STREET, 3A                 ",            ,10075,0,0,0,0,0,1964,2,D4,600000,2010-04-23 00:00:00
12761,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1471,45, ,D4,"400 EAST 77TH STREET, 4G                 ",            ,10075,0,0,0,0,0,1964,2,D4,410000,2010-04-29 00:00:00
12762,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1471,45, ,D4,"400 EAST 77TH STREET, 18L                ",            ,10075,0,0,0,0,0,1964,2,D4,544763,2010-05-18 00:00:00
12763,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1471,45, ,D4,"400 EAST 77TH STREET, 1C                 ",            ,10075,0,0,0,0,0,1964,2,D4,285000,2010-04-22 00:00:00
12764,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1472,14, ,D4,"435 EAST 77TH STREET, 7G                 ",            ,10075,0,0,0,0,0,1962,2,D4,265000,2010-03-15 00:00:00
12765,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1472,14, ,D4,"435 E. 77 ST, 6H                         ",            ,10075,0,0,0,0,0,1962,2,D4,300000,2010-03-23 00:00:00
12766,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1472,14, ,D4,"435 EAST 77TH, 10A                       ",            ,10075,0,0,0,0,0,1962,2,D4,320000,2010-04-07 00:00:00
12767,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1473,16, ,D4,"425 EAST 78TH STREET, 2C                 ",            ,10075,0,0,0,0,0,1910,2,D4,232000,2010-02-01 00:00:00
12768,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1473,16, ,D4,"425 EAST 78TH STREET, 6H                 ",            ,10075,0,0,0,0,0,1910,2,D4,50000,2010-02-25 00:00:00
12769,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1473,16, ,D4,"425 EAST 78TH STREET, 3D                 ",            ,10075,0,0,0,0,0,1910,2,D4,50000,2010-03-01 00:00:00
12770,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1473,18, ,D4,"440 EAST 79TH STREET, 5I                 ",            ,10075,0,0,0,0,0,1956,2,D4,320000,2010-01-06 00:00:00
12771,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1473,18, ,D4,"440 EAST 79TH STREET, 7F                 ",            ,10075,0,0,0,0,0,1956,2,D4,515000,2010-02-24 00:00:00
12772,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,28, ,D4,"530 EAST 72ND STREET, 19B                ",            ,10021,0,0,0,0,0,1962,2,D4,875000,2010-01-19 00:00:00
12773,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,28, ,D4,"530 EAST 72ND STREET, 18E                ",            ,10021,0,0,0,0,0,1962,2,D4,1148500,2010-05-03 00:00:00
12774,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,28, ,D4,"530 EAST 72ND STREET, 9F                 ",            ,10021,0,0,0,0,0,1962,2,D4,1230000,2010-05-13 00:00:00
12775,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,28, ,D4,"530 EAST 72ND STREET, 20E                ",            ,10021,0,0,0,0,0,1962,2,D4,1100000,2010-05-26 00:00:00
12776,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,28, ,D4,"530 EAST 72ND STREET, 16-E               ",            ,10021,0,0,0,0,0,1962,2,D4,1150000,2010-02-24 00:00:00
12777,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,38, ,D4,"520 EAST 72ND STREET, 14B                ",            ,10021,0,0,0,0,0,1964,2,D4,375000,2010-02-02 00:00:00
12778,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,38, ,D4,"520 EAST 72ND STREET, 15F                ",            ,10021,0,0,0,0,0,1964,2,D4,750000,2010-05-20 00:00:00
12779,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1483,38, ,D4,"520 EAST 72ND STREET, 4S                 ",            ,10021,0,0,0,0,0,1964,2,D4,380000,2010-05-20 00:00:00
12780,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1487,39, ,D4,"520 EAST 76TH STREET, 6F                 ",            ,10021,0,0,0,0,0,1964,2,D4,407500,2010-03-23 00:00:00
12781,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1487,39, ,D4,"520 EAST 76TH STREET, PHD                ",            ,10021,0,0,0,0,0,1964,2,D4,730500,2010-04-12 00:00:00
12782,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1487,39, ,D4,"520 EAST 76TH STREET, 3H                 ",            ,10021,0,0,0,0,0,1964,2,D4,408000,2010-04-19 00:00:00
12783,1,UPPER EAST SIDE (59-79)  ,10  COOPS - ELEVATOR APARTMENTS             ,2,1487,39, ,D4,"520 EAST 76TH STREET, 12B                ",            ,10021,0,0,0,0,0,1964,2,D4,650000,2010-04-29 00:00:00
12784,1,UPPER EAST SIDE (59-79)  ,12  CONDOS - WALKUP APARTMENTS              ,2,1424,1204, ,R2,212 EAST 70TH STREET                     ,1C          ,10021,1,0,1,0,0,1900,2,R2,615000,2010-10-07 00:00:00
12785,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1084, ,R4,455 MAIN STREET                          ,4F          ,10044,1,0,1,0,0,2004,2,R4,995000,2010-12-17 00:00:00
12786,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1111, ,R4,455 MAIN STREET                          ,PH1G        ,10044,1,0,1,0,0,2004,2,R4,950000,2010-06-17 00:00:00
12787,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1121, ,R4,455 MAIN STREET                          ,11H         ,10044,1,0,1,0,0,2004,2,R4,585000,2010-05-27 00:00:00
12788,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1152, ,R4,455 MAIN STREET                          ,3L          ,10044,1,0,1,0,0,2004,2,R4,620000,2010-04-08 00:00:00
12789,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1153, ,R4,455 MAIN STREET                          ,4L          ,10044,1,0,1,0,0,2004,2,R4,630000,2010-08-05 00:00:00
12790,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1161, ,R4,455 MAIN STREET                          ,12L         ,10044,1,0,1,0,0,2004,2,R4,0,2010-11-09 00:00:00
12791,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1184, ,R4,455 MAIN STREET                          ,11N         ,10044,1,0,1,0,0,2004,2,R4,0,2010-10-25 00:00:00
12792,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1186, ,R4,455 MAIN STREET                          ,14N         ,10044,1,0,1,0,0,2004,2,R4,415000,2010-04-08 00:00:00
12793,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1380, ,R4,425 MAIN STREET                          ,5F          ,10044,1,0,1,0,0,2006,2,R4,740000,2010-11-18 00:00:00
12794,1,UPPER EAST SIDE (59-79)  ,13  CONDOS - ELEVATOR APARTMENTS            ,2,1373,1610, ,R4,415 MAIN STREET                          ,2-G         ,10044,1,0,1,0,0,2007,2,R4,986000,2010-03-09 00:00:00
