,"STATEN ISLAND ANNUALIZE SALE FOR 2014.  (All Sales From  Jan 1, 2014 - Dec 31, 2014)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2015.  Coop Sales Files as of 4/3/2015.,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name 1/10/15.  Descriptive Data as of 3/22/15,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
2835,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,138,134, ,A1,184 BARD AVENUE                          ,            ,10310,1,0,1,4730,1344,1925,1,A1,385000,2014-09-18 00:00:00
2836,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,138,304, ,A1,98 WALNUT STREET                         ,            ,10310,1,0,1,3710,1848,1930,1,A1,428000,2014-03-24 00:00:00
2837,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,149,60, ,A9,93 DELAFIELD PLACE                       ,            ,10310,1,0,1,4000,1204,1925,1,A9,0,2014-08-22 00:00:00
2838,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,149,110, ,A1,132 DAVIS AVENUE                         ,            ,10310,1,0,1,8580,1152,1915,1,A1,415000,2014-02-14 00:00:00
2839,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,149,112, ,A1,136 DAVIS AVENUE                         ,            ,10310,1,0,1,8360,1356,1925,1,A1,417500,2014-11-04 00:00:00
2840,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,149,151, ,A1,79 PELTON AVENUE                         ,            ,10310,1,0,1,3515,1288,1925,1,A1,395000,2014-05-08 00:00:00
2841,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,149,191, ,A1,11 PELTON AVENUE                         ,            ,10310,1,0,1,5820,1480,1925,1,A1,274000,2014-06-25 00:00:00
2842,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,149,250, ,A1,527 HENDERSON AVENUE                     ,            ,10310,1,0,1,5425,1376,1930,1,A1,350000,2014-02-11 00:00:00
2843,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,150,22, ,A2,28 PELTON AVENUE                         ,            ,10310,1,0,1,3977,960,1955,1,A2,0,2014-09-29 00:00:00
2844,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,150,214, ,A1,152 PELTON AVENUE                        ,            ,10310,1,0,1,2976,1136,1915,1,A1,370000,2014-07-24 00:00:00
2845,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,150,333, ,A1,163 BEMENT COURT                         ,            ,10310,1,0,1,2496,1296,1935,1,A1,362500,2014-05-09 00:00:00
2846,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,150,336, ,A1,173 BEMENT COURT                         ,            ,10310,1,0,1,2340,1296,1935,1,A1,0,2014-11-05 00:00:00
2847,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,150,371, ,A1,23 OAKLAND AVENUE                        ,            ,10310,1,0,1,4600,1068,1925,1,A1,237500,2014-10-16 00:00:00
2848,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,150,374, ,A1,19 OAKLAND AVENUE                        ,            ,10310,1,0,1,2900,1068,1925,1,A1,0,2014-08-11 00:00:00
2849,5,LIVINGSTON               ,01  ONE FAMILY DWELLINGS                    ,1,150,414, ,A5,18 ELIZABETH AVENUE                      ,            ,10310,1,0,1,2673,1322,1930,1,A5,290000,2014-01-16 00:00:00
2850,5,LIVINGSTON               ,02  TWO FAMILY DWELLINGS                    ,1,70,3, ,B2,87 TYSEN STREET                          ,            ,10301,2,0,2,4900,2250,1905,1,B2,425000,2014-11-07 00:00:00
2851,5,LIVINGSTON               ,02  TWO FAMILY DWELLINGS                    ,1,138,111, ,B3,128 BARD AVENUE                          ,            ,10310,2,0,2,17000,5580,1925,1,B3,560037,2014-10-10 00:00:00
2852,5,LIVINGSTON               ,02  TWO FAMILY DWELLINGS                    ,1,150,166, ,B3,19 ELIZABETH AVENUE                      ,            ,10310,2,0,2,7425,3000,1930,1,B3,340000,2014-06-04 00:00:00
2853,5,LIVINGSTON               ,02  TWO FAMILY DWELLINGS                    ,1,150,257, ,B2,583 HENDERSON AVENUE                     ,            ,10310,2,0,2,7224,2336,1945,1,B2,445000,2014-11-20 00:00:00
2854,5,LIVINGSTON               ,09  COOPS - WALKUP APARTMENTS               ,2,138,119, ,C6,"158 BARD AVE, 9A                         ",            ,10310,0,0,0,0,0,1947,2,C6,132000,2014-07-07 00:00:00
2855,5,LIVINGSTON               ,09  COOPS - WALKUP APARTMENTS               ,2,138,119, ,C6,"158 BARD AVENUE, 7A                      ",            ,10310,0,0,0,0,0,1947,2,C6,140000,2014-07-16 00:00:00
2856,5,LIVINGSTON               ,09  COOPS - WALKUP APARTMENTS               ,2,138,119, ,C6,"162 BARD AVENUE, 2B                      ",            ,10310,0,0,0,0,0,1947,2,C6,157000,2014-08-26 00:00:00
2857,5,LIVINGSTON               ,09  COOPS - WALKUP APARTMENTS               ,2,138,119, ,C6,"158 BARD AVENUE, 8A                      ",            ,10310,0,0,0,0,0,1947,2,C6,140000,2014-10-07 00:00:00
2858,5,LIVINGSTON               ,41  TAX CLASS 4 - OTHER                     ,4,70,36, ,Z9,14 CLINTON AVENUE                        ,            ,10301,0,0,0,4782,0,0,4,Z9,99750,2014-12-31 00:00:00
2859,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,689,319, ,A9,549 VALLEYVIEW PLACE                     ,            ,10314,1,0,1,6000,2412,1975,1,A9,0,2014-06-06 00:00:00
2860,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,690,128, ,A2,509 SLOSSON AVENUE                       ,            ,10314,1,0,1,4326,2048,1965,1,A2,0,2014-07-23 00:00:00
2861,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,690,265, ,A2,455 SLOSSON AVENUE                       ,            ,10314,1,0,1,3904,1032,1955,1,A2,0,2014-07-11 00:00:00
2862,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,690,308, ,A2,345 LIGHTNER AVENUE                      ,            ,10314,1,0,1,4268,1350,1955,1,A2,10,2014-06-19 00:00:00
2863,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,690,362, ,A2,293 LIGHTNER AVENUE                      ,            ,10314,1,0,1,3920,2002,1965,1,A2,0,2014-07-30 00:00:00
2864,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,690,364, ,A2,297 LIGHTNER AVENUE                      ,            ,10314,1,0,1,3920,2002,1965,1,A2,0,2014-09-29 00:00:00
2865,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,694,238, ,A2,3 SCHMIDTS LANE                          ,            ,10314,1,0,1,6017,1288,1970,1,A2,0,2014-10-10 00:00:00
2866,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,694,354, ,A1,426 SLOSSON AVENUE                       ,            ,10314,1,0,1,5000,2623,1960,1,A2,347000,2014-03-20 00:00:00
2867,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,696,238, ,A1,22 SUSSEX AVENUE                         ,            ,10314,1,0,1,8375,2250,1970,1,A1,10,2014-05-05 00:00:00
2868,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,697,62, ,A2,45 OCEAN TERRACE                         ,            ,10314,1,0,1,6500,1820,1965,1,A2,645000,2014-08-14 00:00:00
2869,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,699,39, ,A9,66 LINCOLN STREET                        ,            ,10314,1,0,1,1800,1276,1989,1,A9,0,2014-06-22 00:00:00
2870,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,699,51, ,A2,63 CROAK AVENUE                          ,            ,10314,1,0,1,4048,1196,1960,1,A2,500000,2014-12-15 00:00:00
2871,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,703,26, ,A5,34 AREA PLACE                            ,            ,10314,1,0,1,1734,1500,1987,1,A5,285000,2014-07-03 00:00:00
2872,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,703,30, ,A9,266 WESTWOOD AVENUE                      ,            ,10314,1,0,1,1656,1080,1955,1,A9,303000,2014-08-19 00:00:00
2873,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,705,75, ,A1,58 ANDES PLACE                           ,            ,10314,1,0,1,5551,2168,1975,1,A1,501776,2014-04-03 00:00:00
2874,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,705,264, ,A2,211 WESTWOOD AVENUE                      ,            ,10314,1,0,1,4000,2304,1975,1,A2,0,2014-12-23 00:00:00
2875,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,705,270, ,A1,39 POLAND PLACE                          ,            ,10314,1,0,1,4500,2132,1975,1,A1,375000,2014-09-04 00:00:00
2876,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,705,290, ,A2,8 WALDO PLACE                            ,            ,10314,1,0,1,4000,2132,1975,1,A2,0,2014-04-01 00:00:00
2877,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,705,347, ,A1,152 SCHMIDTS LANE                        ,            ,10314,1,0,1,5040,2132,1975,1,A1,465000,2014-06-04 00:00:00
2878,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,88, ,A2,146 ELVIN STREET                         ,            ,10314,1,0,1,2310,980,1988,1,A2,350000,2014-05-13 00:00:00
2879,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,290, ,A2,219 MELBA STREET                         ,            ,10314,1,0,1,6300,2200,1975,1,A2,0,2014-03-21 00:00:00
2880,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,478, ,A2,269 FANNING STREET                       ,            ,10314,1,0,1,4940,1159,1965,1,A2,0,2014-09-11 00:00:00
2881,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,540, ,A2,55 HOLDEN BOULEVARD                      ,            ,10314,1,0,1,4620,1063,1965,1,A2,152000,2014-04-04 00:00:00
2882,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,640, ,A2,396 WESTWOOD AVENUE                      ,            ,10314,1,0,1,5000,2002,1950,1,A2,510000,2014-04-11 00:00:00
2883,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,644, ,A5,390 WESTWOOD AVENUE                      ,            ,10314,1,0,1,2750,2726,2002,1,A5,425000,2014-10-08 00:00:00
2884,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,670, ,A2,296 MELBA STREET                         ,            ,10314,1,0,1,4524,1020,1950,1,A2,450000,2014-05-05 00:00:00
2885,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,673, ,A1,284 MELBA STREET                         ,            ,10314,1,0,1,3818,2614,1960,1,A1,0,2014-01-23 00:00:00
2886,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,752,690, ,A2,430 WESTWOOD AVENUE                      ,            ,10314,1,0,1,5000,1000,1950,1,A2,365000,2014-12-31 00:00:00
2887,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,759,64, ,A5,205 MOUNTAINVIEW AVENUE                  ,            ,10314,1,0,1,3600,1292,1920,1,A5,0,2014-06-20 00:00:00
2888,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,759,81, ,A1,169 MOUNTAINVIEW AVENUE                  ,            ,10314,1,0,1,3896,1430,1920,1,A1,350000,2014-09-10 00:00:00
2889,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,759,81, ,A1,169 MOUNTAINVIEW AVENUE                  ,            ,10314,1,0,1,3896,1430,1920,1,A1,0,2014-09-10 00:00:00
2890,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,763,60, ,A0,242 MOUNTAINVIEW AVENUE                  ,            ,10314,1,0,1,7140,1768,1930,1,A0,10,2014-10-29 00:00:00
2891,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,763,107, ,A0,296 GANSEVOORT BOULEVARD                 ,            ,10314,1,0,1,7172,1105,1950,1,A0,0,2014-03-22 00:00:00
2892,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,763,190, ,A0,434 WESTWOOD AVENUE                      ,            ,10314,1,0,1,5800,1413,1960,1,A0,370000,2014-09-18 00:00:00
2893,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,764,89, ,A1,535 WESTWOOD AVENUE                      ,            ,10314,1,0,1,4725,1770,1970,1,A1,0,2014-06-17 00:00:00
2894,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,766,111, ,A5,19 RAMSEY LANE                           ,            ,10314,1,0,1,888,1680,1989,1,A5,0,2014-03-24 00:00:00
2895,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,769,39, ,A5,576 WESTWOOD AVENUE                      ,            ,10314,1,0,1,1670,1956,1998,1,A5,375000,2014-02-07 00:00:00
2896,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,769,66, ,A0,253 HOLDEN BOULEVARD                     ,            ,10314,1,0,1,6000,1080,1955,1,A0,0,2014-09-15 00:00:00
2897,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,796,137, ,A5,445 FANNING STREET                       ,            ,10314,1,0,1,2500,2372,1984,1,A5,477500,2014-12-23 00:00:00
2898,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,796,140, ,A9,439 FANNING STREET                       ,            ,10314,1,0,1,2500,1424,1975,1,A9,440000,2014-10-27 00:00:00
2899,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,796,141, ,A9,437 FANNING STREET                       ,            ,10314,1,0,1,2500,1360,1975,1,A9,420000,2014-06-20 00:00:00
2900,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,797,81, ,A1,395 FANNING STREET                       ,            ,10314,1,0,1,4500,1848,1970,1,A1,0,2014-04-01 00:00:00
2901,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,800,1, ,A1,475 GOWER STREET                         ,            ,10314,1,0,1,15600,2500,1988,1,A1,0,2014-05-22 00:00:00
2902,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,800,10, ,A9,472 FANNING STREET                       ,            ,10314,1,0,1,2300,2050,1988,1,A9,1,2014-01-29 00:00:00
2903,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,801,16, ,A5,520 MELBA ST                             ,            ,10314,1,0,1,2954,1724,1998,1,A5,387000,2014-05-20 00:00:00
2904,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,802,39, ,A2,4 CHERRY PLACE                           ,            ,10314,1,0,1,4992,1182,1955,1,A2,0,2014-04-24 00:00:00
2905,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,802,86, ,A2,492 GANSEVOORT BOULEVARD                 ,            ,10314,1,0,1,5170,1314,1955,1,A2,281500,2014-04-07 00:00:00
2906,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,802,86, ,A2,492 GANSEVOORT BOULEVARD                 ,            ,10314,1,0,1,5170,1314,1955,1,A2,144000,2014-03-07 00:00:00
2907,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,804,236, ,A1,429 GANSEVOORT BOULEVARD                 ,            ,10314,1,0,1,4000,2067,1965,1,A1,499000,2014-07-10 00:00:00
2908,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,805,24, ,A2,426 GANSEVOORT BOULEVARD                 ,            ,10314,1,0,1,3750,1824,1955,1,A2,483000,2014-12-16 00:00:00
2909,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,806,30, ,A5,176 SUFFOLK AVENUE                       ,            ,10314,1,0,1,4167,2025,1990,1,A5,250000,2014-09-04 00:00:00
2910,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,807,4, ,A5,153 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,2095,1834,1996,1,A5,0,2014-04-21 00:00:00
2911,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,807,15, ,A5,127 LIVINGSTON AVENUE                    ,            ,10314,1,0,1,2838,1834,1996,1,A5,445000,2014-10-23 00:00:00
2912,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,808,28, ,A2,192 HOLDEN BOULEVARD                     ,            ,10314,1,0,1,3485,704,1960,1,A2,325000,2014-10-29 00:00:00
2913,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,809,13, ,A5,85 GRAVES STREET                         ,            ,10314,1,0,1,2000,1200,2014,1,A5,436020,2014-12-30 00:00:00
2914,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,815,127, ,A5,201 GRAVES STREET                        ,            ,10314,1,0,1,1333,1399,1988,1,A5,320000,2014-03-04 00:00:00
2915,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,816,31, ,A5,189 WELLBROOK AVENUE                     ,            ,10314,1,0,1,2000,1980,1995,1,A5,377500,2014-12-31 00:00:00
2916,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,819,24, ,A1,252 GRAVES STREET                        ,            ,10314,1,0,1,4000,2700,1945,1,A1,0,2014-03-19 00:00:00
2917,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,820,13, ,A2,230 WELLBROOK AVENUE                     ,            ,10314,1,0,1,4000,1140,1945,1,A2,0,2014-12-22 00:00:00
2918,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,820,15, ,A2,240 WELLBROOK AVENUE                     ,            ,10314,1,0,1,4000,676,1960,1,A2,0,2014-06-04 00:00:00
2919,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,820,36, ,A2,205 BRIELLE AVENUE                       ,            ,10314,1,0,1,4578,1881,1960,1,A2,10,2014-09-25 00:00:00
2920,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,917,100, ,A1,17 MORSE AVENUE                          ,            ,10314,1,0,1,6900,2216,1960,1,A1,710000,2014-11-12 00:00:00
2921,5,MANOR HEIGHTS            ,01  ONE FAMILY DWELLINGS                    ,1,918,282, ,A2,148 BROWNING AVENUE                      ,            ,10314,1,0,1,6000,1418,1955,1,A2,560000,2014-09-22 00:00:00
2922,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,701,63, ,B9,59 AREA PLACE                            ,            ,10314,2,0,2,3000,1344,1960,1,B9,370000,2014-11-20 00:00:00
2923,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,705,337, ,B2,19 LA GUARDIA AVENUE                     ,            ,10314,2,0,2,4800,2625,1987,1,B2,465000,2014-02-07 00:00:00
2924,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,714,89, ,B2,22 FANNING STREET                        ,            ,10314,2,0,2,4462,2188,1975,1,B2,515000,2014-01-31 00:00:00
2925,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,714,99, ,B2,183 GOWER STREET                         ,            ,10314,2,0,2,4520,2188,1975,1,B2,563000,2014-04-29 00:00:00
2926,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,714,145, ,B2,15 MELBA STREET                          ,            ,10314,2,0,2,4520,2388,1975,1,B2,0,2014-10-01 00:00:00
2927,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,752,257, ,B9,202 GOWER STREET                         ,            ,10314,2,0,2,3001,1176,1975,1,B9,405000,2014-04-17 00:00:00
2928,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,752,286, ,B2,411 WESTWOOD AVENUE                      ,            ,10314,2,0,2,5400,2384,1970,1,B2,0,2014-11-07 00:00:00
2929,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,752,286, ,B2,411 WESTWOOD AVENUE                      ,            ,10314,2,0,2,5400,2384,1970,1,B2,0,2014-05-09 00:00:00
2930,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,752,432, ,B2,15 HOLDEN BOULEVARD                      ,            ,10314,2,0,2,3780,1800,1970,1,B2,275000,2014-05-07 00:00:00
2931,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,752,529, ,B9,240 ELVIN STREET                         ,            ,10314,2,0,2,3150,2550,1975,1,B9,432000,2014-11-12 00:00:00
2932,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,760,43, ,B2,220 MOUNTAINVIEW AVENUE                  ,            ,10314,2,0,2,4000,2040,1965,1,B2,425000,2014-01-31 00:00:00
2933,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,765,25, ,B3,193 WHEELER AVENUE                       ,            ,10314,2,0,2,5040,1416,1925,1,B3,0,2014-05-16 00:00:00
2934,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,766,10, ,B2,219 BRADLEY AVENUE                       ,            ,10314,2,0,2,3810,2220,1975,1,B2,0,2014-08-15 00:00:00
2935,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,768,46, ,B3,18 LIVINGSTON AVENUE                     ,            ,10314,2,0,2,4500,1443,1950,1,B3,350000,2014-04-21 00:00:00
2936,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,769,28, ,B9,590 WESTWOOD AVENUE                      ,            ,10314,2,0,2,2152,1830,1998,1,B9,453500,2014-02-25 00:00:00
2937,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,797,16, ,B2,356 ELVIN STREET                         ,            ,10314,2,0,2,4000,2488,1970,1,B2,0,2014-06-03 00:00:00
2938,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,797,16, ,B2,356 ELVIN STREET                         ,            ,10314,2,0,2,4000,2488,1970,1,B2,0,2014-05-28 00:00:00
2939,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,797,16, ,B2,356 ELVIN STREET                         ,            ,10314,2,0,2,4000,2488,1970,1,B2,355000,2014-03-13 00:00:00
2940,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,797,115, ,B2,354 ELVIN STREET                         ,            ,10314,2,0,2,4200,2040,1970,1,B2,0,2014-05-21 00:00:00
2941,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,799,6, ,B2,34 PORTAGE AVENUE                        ,            ,10314,2,0,2,3940,2504,1975,1,B2,0,2014-01-06 00:00:00
2942,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,802,28, ,B2,28 CHERRY PLACE                          ,            ,10314,2,0,2,4305,2043,1970,1,B2,560000,2014-12-11 00:00:00
2943,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,804,42, ,B2,442 GOWER STREET                         ,            ,10314,2,0,2,4160,1995,1975,1,B2,605000,2014-11-05 00:00:00
2944,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,804,57, ,B2,103 HAROLD STREET                        ,            ,10314,2,0,2,4559,2360,1970,1,B2,0,2014-05-08 00:00:00
2945,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,804,74, ,B2,381 MELBA STREET                         ,            ,10314,2,0,2,4935,1890,1970,1,B2,0,2014-09-25 00:00:00
2946,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,805,120, ,B2,376 GANSEVOORT BOULEVARD                 ,            ,10314,2,0,2,4300,2632,1965,1,B2,585000,2014-06-09 00:00:00
2947,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,814,10, ,B2,371 BRADLEY AVENUE                       ,            ,10314,2,0,2,4477,2770,1988,1,B2,475000,2014-02-27 00:00:00
2948,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,817,25, ,B3,289 PORTAGE AVENUE                       ,            ,10314,2,0,2,5080,2000,1965,1,B3,355000,2014-07-14 00:00:00
2949,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,817,25, ,B3,289 PORTAGE AVENUE                       ,            ,10314,2,0,2,5080,2000,1965,1,B3,10,2014-06-13 00:00:00
2950,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,817,29, ,B1,431 BRADLEY AVENUE                       ,            ,10314,2,0,2,5160,2548,1940,1,B1,100,2014-09-18 00:00:00
2951,5,MANOR HEIGHTS            ,02  TWO FAMILY DWELLINGS                    ,1,820,8, ,B2,274 PORTAGE AVENUE                       ,            ,10314,2,0,2,5000,2184,1960,1,B2,455000,2014-03-19 00:00:00
2952,5,MANOR HEIGHTS            ,05  TAX CLASS 1 VACANT LAND                 ,1B,697,60, ,V0,N/A OCEAN TERRACE                        ,            ,10314,0,0,0,2000,0,0,1,V0,0,2014-08-14 00:00:00
2953,5,MANOR HEIGHTS            ,06  TAX CLASS 1 - OTHER                     ,1,805,22, ,Z0,N/A CAROLINA COURT                       ,            ,10314,0,0,0,3750,0,0,1,Z0,0,2014-12-16 00:00:00
2954,5,MARINERS HARBOR          ,01  ONE FAMILY DWELLINGS                    ,1,1144,44, ,A1,144 DIXON AVENUE                         ,            ,10303,1,0,1,4116,1216,1935,1,A1,325000,2014-10-21 00:00:00
2955,5,MARINERS HARBOR          ,01  ONE FAMILY DWELLINGS                    ,1,1148,70, ,A1,81 MURDOCK PLACE                         ,            ,10303,1,0,1,2900,1420,1925,1,A1,300000,2014-11-14 00:00:00
2956,5,MARINERS HARBOR          ,01  ONE FAMILY DWELLINGS                    ,1,1149,134, ,A5,9 WINANT STREET                          ,            ,10303,1,0,1,2814,1500,2003,1,A5,262000,2014-03-27 00:00:00
2957,5,MARINERS HARBOR          ,01  ONE FAMILY DWELLINGS                    ,1,1150,50, ,A1,18 WINANT STREET                         ,            ,10303,1,0,1,2500,1296,1920,1,A1,0,2014-11-24 00:00:00
