,"BRONX ANNUALIZE SALE FOR 2015.  (All Sales From  January 1, 2015 - December 31, 2015)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
0,Sales File as of 3/31/2016.  Coop Sales Files as of 4/1/2016.,,,,,,,,,,,,,,,,,,,,
1,Neighborhood Name 4/1/16.  Descriptive Data as of 4/1/16.,,,,,,,,,,,,,,,,,,,,
2,Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
3,"BOROUGH
","NEIGHBORHOOD
","BUILDING CLASS CATEGORY
","TAX CLASS AT PRESENT
","BLOCK
","LOT
","EASE-MENT
","BUILDING CLASS AT PRESENT
","ADDRESS
","APARTMENT NUMBER
","ZIP CODE
","RESIDENTIAL UNITS
","COMMERCIAL UNITS
","TOTAL UNITS
","LAND SQUARE FEET
","GROSS SQUARE FEET
","YEAR BUILT
","TAX CLASS AT TIME OF SALE
","BUILDING CLASS AT TIME OF SALE
","SALE PRICE
","SALE DATE
"
5706,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5434,122, ,B1,732 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2300,1840,1960,1,B1,0,2015-07-17 00:00:00
5707,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5435,107, ,S2,3801 EAST TREMONT AVE.                   ,            ,10465,2,1,3,2450,3600,2006,1,S2,0,2015-09-25 00:00:00
5708,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5435,108, ,S2,3799 EAST TREMONT AVENUE                 ,            ,10465,2,1,3,2313,3600,2006,1,S2,0,2015-09-25 00:00:00
5709,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5436,53, ,B1,641 LOGAN                                ,            ,10465,2,0,2,5184,3289,2005,1,B1,0,2015-01-08 00:00:00
5710,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5436,60, ,B1,627 LOGAN AVENUE                         ,            ,10465,2,0,2,2500,1638,1930,1,B1,10,2015-04-23 00:00:00
5711,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5436,157, ,B1,633 LOGAN AVENUE                         ,            ,10465,2,0,2,3000,3076,2004,1,B1,625000,2015-07-27 00:00:00
5712,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5436,158, ,B1,631 LOGAN AVENUE                         ,            ,10465,2,0,2,2100,3028,2004,1,B1,680000,2015-07-06 00:00:00
5713,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5437,60, ,B2,635 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3248,2570,1960,1,B2,0,2015-12-09 00:00:00
5714,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5437,61, ,B2,633 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3248,2570,1960,1,B2,520500,2015-09-28 00:00:00
5715,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5439,42, ,B3,533 EDISON AVENUE                        ,            ,10465,2,0,2,4650,1322,1935,1,B3,400000,2015-12-09 00:00:00
5716,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,11, ,B2,518 LOGAN AVE                            ,            ,10465,2,0,2,5000,2259,1950,1,B2,0,2015-07-10 00:00:00
5717,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,30, ,B1,558 LOGAN AVENUE                         ,            ,10465,2,0,2,3300,3419,1960,1,B1,625000,2015-06-25 00:00:00
5718,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,64, ,B1,519 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,1800,1980,1960,1,B1,0,2015-07-10 00:00:00
5719,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5441,72, ,B1,503 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,1800,1980,1960,1,B1,0,2015-11-19 00:00:00
5720,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,21, ,B1,263 LOGAN AVENUE                         ,            ,10465,2,0,2,2692,1600,1925,1,B1,475000,2015-06-23 00:00:00
5721,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,33, ,B1,4185 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,2700,1912,1955,1,B1,370000,2015-10-21 00:00:00
5722,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5448,43, ,B1,4167 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,3450,1912,1955,1,B1,487000,2015-11-09 00:00:00
5723,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5449,24, ,B1,255 HOLLYWOOD AVE                        ,            ,10465,2,0,2,2638,1600,1930,1,B1,255900,2015-11-19 00:00:00
5724,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5449,25, ,B1,251 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,2638,1600,1930,1,B1,406850,2015-01-06 00:00:00
5725,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5449,47, ,B1,282 LOGAN AVENUE                         ,            ,10465,2,0,2,2500,1600,1925,1,B1,0,2015-04-28 00:00:00
5726,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5450,57, ,B1,270 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3075,1600,1925,1,B1,80000,2015-10-20 00:00:00
5727,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5450,57, ,B1,270 HOLLYWOOD AVENUE                     ,            ,10465,2,0,2,3075,1600,1925,1,B1,0,2015-10-20 00:00:00
5728,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5451,9, ,B1,2990 LAWTON AVENUE                       ,            ,10465,2,0,2,2460,1600,1925,1,B1,490000,2015-07-13 00:00:00
5729,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5451,46, ,B1,2979 HARDING AVE                         ,            ,10465,2,0,2,2358,1600,1925,1,B1,490000,2015-09-02 00:00:00
5730,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,5, ,B1,2920 LAWTON AVENUE                       ,            ,10465,2,0,2,3248,2970,1965,1,B1,605000,2015-08-26 00:00:00
5731,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,59, ,B1,2933 HARDING AVE                         ,            ,10465,2,0,2,2856,2829,1960,1,B1,0,2015-09-25 00:00:00
5732,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,65, ,B1,2923 HARDING AVE                         ,            ,10465,2,0,2,1790,1800,1960,1,B1,0,2015-09-25 00:00:00
5733,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5453,70, ,B1,2907 HARDING AVENUE                      ,            ,10465,2,0,2,1937,1800,1960,1,B1,487000,2015-06-16 00:00:00
5734,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5488,14, ,B3,545 VINCENT AVENUE                       ,            ,10465,2,0,2,2500,1375,1935,1,B3,350800,2015-10-28 00:00:00
5735,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5501,38, ,B1,192 KEARNEY AVENUE                       ,            ,10465,2,0,2,1800,1728,1950,1,B1,475000,2015-04-27 00:00:00
5736,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5501,141, ,B1,198 KEARNEY AVENUE                       ,            ,10465,2,0,2,2713,2160,1950,1,B1,1425000,2015-04-15 00:00:00
5737,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5501,141, ,B1,198 KEARNEY AVENUE                       ,            ,10465,2,0,2,2713,2160,1950,1,B1,1425000,2015-04-15 00:00:00
5738,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5504,18, ,B1,135 MEAGHER AVENUE                       ,            ,10465,2,0,2,2500,1536,1950,1,B1,395000,2015-05-28 00:00:00
5739,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5517,36, ,B1,3159 MILES AVENUE                        ,            ,10465,2,0,2,4692,2706,2008,1,B1,0,2015-08-31 00:00:00
5740,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5518,125, ,B1,4173 THROGS NECK EXP                     ,            ,10465,2,0,2,2430,1404,1970,1,B1,0,2015-08-18 00:00:00
5741,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,77, ,B2,218 BLAIR AVENUE                         ,            ,10465,2,0,2,4483,2124,1951,1,B2,0,2015-09-16 00:00:00
5742,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,103, ,B1,3183 WISSMAN AVENUE                      ,            ,10465,2,0,2,8560,3388,2003,1,B1,995000,2015-05-08 00:00:00
5743,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,103, ,B1,3183 WISSMAN AVENUE                      ,            ,10465,2,0,2,8560,3388,2003,1,B1,0,2015-05-07 00:00:00
5744,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,125, ,B1,258A LONGSTREET AVENUE                   ,            ,10465,2,0,2,3546,2058,2006,1,B1,0,2015-05-08 00:00:00
5745,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,126, ,B1,258 LONGSTREET AVENUE                    ,            ,10465,2,0,2,6452,3360,1955,1,B1,0,2015-05-08 00:00:00
5746,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,127, ,B1,3186 WISSMAN AVENUE                      ,            ,10465,2,0,2,4322,3600,2006,1,B1,0,2015-05-08 00:00:00
5747,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5519,129, ,B1,3184 WISSMAN AVENUE                      ,            ,10465,2,0,2,4470,3600,2006,1,B1,0,2015-05-08 00:00:00
5748,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5520,183, ,B1,4248 THROGS NECK EXPRESSW                ,            ,10465,2,0,2,2673,2592,1970,1,B1,550000,2015-05-07 00:00:00
5749,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5520,190, ,B1,3113 HARDING AVE                         ,            ,10465,2,0,2,3143,3168,1970,1,B1,0,2015-12-11 00:00:00
5750,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5523,149, ,B1,3193 HATTING PLACE                       ,            ,10465,2,0,2,4085,3181,1975,1,B1,0,2015-09-24 00:00:00
5751,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5523,149, ,B1,3193 HATTING PLACE                       ,            ,10465,2,0,2,4085,3181,1975,1,B1,0,2015-09-24 00:00:00
5752,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5532,43, ,B2,2861 BARKLEY AVENUE                      ,            ,10465,2,0,2,5000,1902,1930,1,B2,375000,2015-10-15 00:00:00
5753,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5533,123, ,B1,928 QUINCY AVENUE                        ,            ,10465,2,0,2,2500,1494,1935,1,B1,455000,2015-05-15 00:00:00
5754,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5534,29, ,B1,1015 QUINCY AVE                          ,            ,10465,2,0,2,2400,2215,1940,1,B1,512000,2015-12-01 00:00:00
5755,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5534,81, ,B1,937 QUINCY AVENUE                        ,            ,10465,2,0,2,3400,3102,1960,1,B1,552000,2015-07-23 00:00:00
5756,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5534,109, ,B1,928 SWINTON AVE                          ,            ,10465,2,0,2,2500,2078,2004,1,B1,605000,2015-03-31 00:00:00
5757,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5537,75, ,B3,951 HUNTINGTON AVE                       ,            ,10465,2,0,2,3200,1820,1950,1,B3,0,2015-11-04 00:00:00
5758,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5537,104, ,B3,936 BALCOM AVENUE                        ,            ,10465,2,0,2,2950,2020,1945,1,B3,307242,2015-10-09 00:00:00
5759,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5543,168, ,B1,2881 RANDALL AVENUE                      ,            ,10465,2,0,2,2442,1600,1910,1,B1,430000,2015-09-21 00:00:00
5760,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5543,169, ,B1,2879 RANDALL AVE                         ,            ,10465,2,0,2,2442,1636,1910,1,B1,475500,2015-07-23 00:00:00
5761,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5544,14, ,B1,861 REVERE AVENUE                        ,            ,10465,2,0,2,2900,2950,1960,1,B1,570000,2015-06-03 00:00:00
5762,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5544,94, ,B3,751 REVERE AVENUE                        ,            ,10465,2,0,2,2200,1641,1950,1,B3,345000,2015-03-20 00:00:00
5763,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5544,121, ,B1,712 CALHOUN AVENUE                       ,            ,10465,2,0,2,2500,1600,1935,1,B1,490000,2015-07-22 00:00:00
5764,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5544,130, ,B1,736 CALHOUN AVENUE                       ,            ,10465,2,0,2,2442,1600,1935,1,B1,0,2015-06-09 00:00:00
5765,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,48, ,B1,826 QUINCY AVENUE                        ,            ,10465,2,0,2,2500,2039,1950,1,B1,490000,2015-08-27 00:00:00
5766,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,87, ,B1,2846 PHILIP AVENUE                       ,            ,10465,2,0,2,2342,1932,1955,1,B1,483000,2015-02-13 00:00:00
5767,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,104, ,B1,733 CALHOUN AVENUE                       ,            ,10465,2,0,2,2500,1600,1935,1,B1,0,2015-11-06 00:00:00
5768,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5545,136, ,B1,740 QUINCY AVENUE                        ,            ,10465,2,0,2,2442,1600,1935,1,B1,0,2015-05-19 00:00:00
5769,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5546,41, ,B3,2805 PHILIP AVENUE                       ,            ,10465,2,0,2,2000,1498,1945,1,B3,365000,2015-07-22 00:00:00
5770,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5547,35, ,B1,2783 PHILIP AVENUE                       ,            ,10465,2,0,2,2800,2000,1970,1,B1,0,2015-07-16 00:00:00
5771,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5562,190, ,B1,2840 RANDALL AVENUE                      ,            ,10465,2,0,2,2500,1600,1925,1,B1,580500,2015-06-25 00:00:00
5772,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5576,76, ,B1,456 REVERE AVENUE                        ,            ,10465,2,0,2,2617,2160,1935,1,B1,80000,2015-08-06 00:00:00
5773,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5578,21, ,B3,435 CALHOUN AVENUE                       ,            ,10465,2,0,2,5088,1700,1925,1,B3,277000,2015-12-15 00:00:00
5774,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5579,98, ,B1,327 QUINCY AVENUE                        ,            ,10465,2,0,2,1900,2282,2004,1,B1,495000,2015-07-23 00:00:00
5775,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5581,118, ,B1,322 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,3217,2392,2000,1,B1,0,2015-10-05 00:00:00
5776,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5581,119, ,B1,324 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,3100,2392,2000,1,B1,10,2015-10-30 00:00:00
5777,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5581,120, ,B1,326 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2300,2392,2000,1,B1,442000,2015-05-13 00:00:00
5778,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5582,95, ,B1,355 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2200,2288,2000,1,B1,640000,2015-12-17 00:00:00
5779,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5582,95, ,B1,355 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2200,2288,2000,1,B1,380000,2015-04-09 00:00:00
5780,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5582,100, ,B1,345 HUNTINGTON AVENUE                    ,            ,10465,2,0,2,2200,2288,2000,1,B1,480000,2015-04-06 00:00:00
5781,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5589,152, ,B2,176 REVERE AVENUE                        ,            ,10465,2,0,2,3521,1584,1955,1,B2,193000,2015-11-13 00:00:00
5782,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5589,222, ,B1,4188 EAST TREMONT AVENUE                 ,            ,10465,2,0,2,2727,2072,1950,1,B1,0,2015-07-08 00:00:00
5783,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5591,65, ,B1,2837 LAWTON AVE                          ,            ,10465,2,0,2,2442,1600,1925,1,B1,507150,2015-09-25 00:00:00
5784,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5592,86, ,B1,2822 HARDING AVENUE                      ,            ,10465,2,0,2,2538,1892,1940,1,B1,375000,2015-02-10 00:00:00
5785,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5592,86, ,B1,2822 HARDING AVENUE                      ,            ,10465,2,0,2,2538,1892,1940,1,B1,0,2015-02-10 00:00:00
5786,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5592,129, ,B3,2825 SCHURZ AVENUE                       ,            ,10465,2,0,2,2379,2014,1960,1,B3,587250,2015-01-12 00:00:00
5787,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5593,21, ,B1,273 SWINTON AVENUE                       ,            ,10465,2,0,2,1233,1914,1920,1,B1,0,2015-11-05 00:00:00
5788,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5593,49, ,B1,228 BRINSMADE AVENUE                     ,            ,10465,2,0,2,2675,1804,1950,1,B1,0,2015-05-06 00:00:00
5789,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5593,92, ,B1,187 SWINTON AVENUE                       ,            ,10465,2,0,2,2700,2838,1950,1,B1,420000,2015-11-13 00:00:00
5790,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5594,11, ,B1,2766 MILES AVENUE                        ,            ,10465,2,0,2,2730,2180,1960,1,B1,0,2015-04-10 00:00:00
5791,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5596,35, ,B1,276 GRAFF AVENUE                         ,            ,10465,2,0,2,2342,2700,1950,1,B1,270000,2015-03-31 00:00:00
5792,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5596,56, ,B1,275 BALCOM AVE                           ,            ,10465,2,0,2,1800,1998,1955,1,B1,400000,2015-08-27 00:00:00
5793,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5596,57, ,B1,273 BALCOM AVENUE                        ,            ,10465,2,0,2,1800,1998,1955,1,B1,366529,2015-02-26 00:00:00
5794,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5596,59, ,B1,269 BALCOM AVENUE                        ,            ,10465,2,0,2,3150,1998,1955,1,B1,450000,2015-09-11 00:00:00
5795,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5598,31, ,B1,266 DAVIS AVENUE                         ,            ,10465,2,0,2,2500,2427,2009,1,B1,0,2015-05-14 00:00:00
5796,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5598,74, ,B3,243 BUTTRICK AVENUE                      ,            ,10465,2,0,2,2500,2214,1930,1,B3,245000,2015-06-01 00:00:00
5797,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5598,75, ,B1,241 BUTTRICK AVENUE                      ,            ,10465,2,0,2,2850,2002,2006,1,B1,411600,2015-07-09 00:00:00
5798,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5599,33, ,B1,268 ROBINSON AVENUE                      ,            ,10465,2,0,2,2000,2914,1997,1,B1,580000,2015-11-13 00:00:00
5799,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5599,140, ,B1,278 ROBINSON AVE                         ,            ,10465,2,0,2,2500,2914,1997,1,B1,205000,2015-01-29 00:00:00
5800,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,24, ,B1,254 HOSMER AVENUE                        ,            ,10465,2,0,2,2300,2875,1999,1,B1,603000,2015-12-28 00:00:00
5801,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,30, ,B1,266 HOSMER AVE                           ,            ,10465,2,0,2,3100,2875,1999,1,B1,0,2015-06-23 00:00:00
5802,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,47, ,B1,2612 MILES                               ,            ,10465,2,0,2,2250,3645,2000,1,B1,0,2015-12-18 00:00:00
5803,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5600,68, ,B1,245 ROBINSON AVENUE                      ,            ,10465,2,0,2,2217,2640,1965,1,B1,315000,2015-08-06 00:00:00
5804,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5606,155, ,B1,2706 HARDING AVENUE                      ,            ,10465,2,0,2,2805,2785,1965,1,B1,0,2015-05-30 00:00:00
5805,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5606,164, ,B1,199 BALCOM AVENUE                        ,            ,10465,2,0,2,2100,1836,1960,1,B1,455000,2015-11-04 00:00:00
5806,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5606,164, ,B1,199 BALCOM AVENUE                        ,            ,10465,2,0,2,2100,1836,1960,1,B1,462000,2015-06-25 00:00:00
5807,2,THROGS NECK              ,02  TWO FAMILY DWELLINGS                    ,1,5607,32, ,B3,196 EMERSON AVENUE                       ,            ,10465,2,0,2,2500,2489,1930,1,B3,420000,2015-12-01 00:00:00
5808,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5431,58, ,C0,2919 RANDALL AVENUE                      ,            ,10465,3,0,3,4375,1566,1915,1,C0,499000,2015-12-30 00:00:00
5809,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5433,41, ,C0,741 HOLLYWOOD AVENUE                     ,            ,10465,3,0,3,2595,3355,1985,1,C0,0,2015-06-16 00:00:00
5810,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5441,42, ,C0,569 HOLLYWOOD AVENUE                     ,            ,10465,3,0,3,5000,3537,1986,1,C0,0,2015-08-31 00:00:00
5811,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5441,42, ,C0,569 HOLLYWOOD AVENUE                     ,            ,10465,3,0,3,5000,3537,1986,1,C0,600000,2015-06-29 00:00:00
5812,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5451,41, ,C0,189 THROGS NECK BOULEVAR                 ,            ,10465,3,0,3,3053,3700,1988,1,C0,0,2015-08-14 00:00:00
5813,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5451,42, ,C0,187 THROGS NECK BOULEVAR                 ,            ,10465,3,0,3,2253,3700,1988,1,C0,0,2015-08-14 00:00:00
5814,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5497,15, ,C0,253 KEARNEY AVENUE                       ,            ,10465,3,0,3,2625,2914,1960,1,C0,0,2015-01-31 00:00:00
5815,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5497,18, ,C0,247 KEARNEY AVENUE                       ,            ,10465,3,0,3,3656,2914,1960,1,C0,215000,2015-11-18 00:00:00
5816,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5500,31, ,C0,184 THROGS NECK BLVD                     ,            ,10465,3,0,3,3880,4002,1950,1,C0,619000,2015-12-11 00:00:00
5817,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5518,1121, ,C0,215 REYNOLDS AVENUE                      ,            ,10465,3,0,3,3400,2754,2005,1,C0,640000,2015-12-30 00:00:00
5818,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5533,41, ,C0,1001 CALHOUN AVENUE                      ,            ,10465,3,0,3,2400,2964,1965,1,C0,460000,2015-01-21 00:00:00
5819,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5559,190, ,C0,2472 WENNER PLACE                        ,            ,10465,3,0,3,2900,3276,2004,1,C0,569000,2015-06-12 00:00:00
5820,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5577,14, ,C0,453 REVERE AVENUE                        ,            ,10465,3,0,3,3579,2320,1910,1,C0,465000,2015-08-13 00:00:00
5821,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5589,136, ,C0,4342 EAST TREMONT AVENUE                 ,            ,10465,3,0,3,3200,3685,1955,1,C0,0,2015-04-30 00:00:00
5822,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5590,27, ,C0,2851 LAWTON AVE                          ,            ,10465,3,0,3,2508,2400,1930,1,C0,0,2015-12-14 00:00:00
5823,2,THROGS NECK              ,03  THREE FAMILY DWELLINGS                  ,1,5590,27, ,C0,2851 LAWTON AVE                          ,            ,10465,3,0,3,2508,2400,1930,1,C0,527000,2015-07-16 00:00:00
5824,2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5598,1038, ,R3,281 BUTTRICK AVENUE                      ,B3          ,10465,1,0,1,0,0,1996,1,R3,301600,2015-08-07 00:00:00
5825,2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5606,1101, ,R3,180 DAVIS AVENUE                         ,1A          ,10465,1,0,1,0,0,1995,1,R3,298700,2015-11-04 00:00:00
5826,2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5606,1112, ,R3,180 DAVIS AVENUE                         ,12A         ,10465,1,0,1,0,0,1995,1,R3,390000,2015-12-14 00:00:00
5827,2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5606,1115, ,R3,181 BUTTRICK AVENUE                      ,3B          ,10465,1,0,1,0,0,1995,1,R3,100,2015-06-29 00:00:00
5828,2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5606,1118, ,R3,181 BUTTRICK AVENUE                      ,6B          ,10465,1,0,1,0,0,1995,1,R3,330000,2015-10-05 00:00:00
5829,2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5606,1212, ,R3,200 DAVIS AVENUE                         ,12C         ,10465,1,0,1,0,0,1995,1,R3,340000,2015-05-21 00:00:00
5830,2,THROGS NECK              ,04  TAX CLASS 1 CONDOS                      ,1A,5606,1309, ,R3,1 ANGELAS PLACE                          ,1A          ,10465,1,0,1,0,0,2006,1,R3,0,2015-09-17 00:00:00
